customer_id,account_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,loan_status,approved_by,approved_date,created_at,outstanding_balance,paid_emi_count,next_emi_date,rejection_reason
838,770,Education Loan,736000,6.83,168,6815.86,2024-01-03,2038-01-03,Pending,,,2024-01-03,736000,0,,
942,1180,Education Loan,436000,8.13,108,5705.58,2026-02-24,2035-02-24,Approved,13,2026-02-13,2026-02-24,581969.16,6,2026-09-24,
375,1329,Personal Loan,1106000,11.5,36,36471.46,2026-07-07,2029-07-07,Closed,56,2026-06-18,2026-07-07,0.00,36,,
870,1091,Education Loan,865000,9.98,108,12168.7,2024-01-26,2033-01-26,Closed,66,2024-01-21,2024-01-26,0.00,108,,
64,897,Gold Loan,296000,9.08,12,25896.62,2024-07-28,2025-07-28,Active,49,2024-07-13,2024-07-28,0.00,12,2025-08-28,
114,845,Business Loan,2675000,10.96,60,58107.63,2023-07-16,2028-07-16,Active,60,2023-06-22,2023-07-16,1336475.49,37,2026-09-16,
286,975,Gold Loan,833000,8.34,24,37803.64,2024-12-12,2026-12-12,Closed,9,2024-11-27,2024-12-12,0.00,24,,
794,1426,Personal Loan,830000,12.73,24,39354.53,2023-11-16,2025-11-16,Closed,66,2023-11-06,2023-11-16,0.00,24,,
547,121,Gold Loan,479000,11.17,12,42372.81,2024-05-22,2025-05-22,Closed,59,2024-05-17,2024-05-22,0.00,12,,
275,1239,Car Loan,559000,9.1,72,10104.04,2026-01-14,2032-01-14,Pending,,,2026-01-14,559000,0,,
974,866,Home Loan,2766000,8.77,216,25506.12,2024-12-21,2042-12-21,Approved,60,2024-12-03,2024-12-21,4999199.52,20,2026-09-21,
972,291,Car Loan,983000,9.36,36,31424.1,2025-06-29,2028-06-29,Active,35,2025-06-16,2025-06-29,691330.20,14,2026-09-29,
472,133,Car Loan,452000,10.5,48,11572.73,2025-07-30,2029-07-30,Closed,64,2025-07-24,2025-07-30,0.00,48,,
760,166,Business Loan,3787000,13.59,36,128677.85,2023-08-11,2026-08-11,Active,85,2023-07-30,2023-08-11,0.00,36,2026-09-11,
653,1234,Personal Loan,1352000,16.52,60,33252.73,2024-06-29,2029-06-29,Active,27,2024-06-22,2024-06-29,1130592.82,26,2026-09-29,
586,94,Business Loan,3831000,15.33,96,69482.4,2024-07-14,2032-07-14,Active,82,2024-06-16,2024-07-14,4933250.40,25,2026-09-14,
262,516,Personal Loan,169000,10.63,12,14907.35,2024-05-19,2025-05-19,Closed,75,2024-04-29,2024-05-19,0.00,12,,
251,697,Home Loan,5156000,7.23,132,56742.07,2024-10-06,2035-10-06,Closed,14,2024-09-23,2024-10-06,0.00,132,,
304,1295,Education Loan,1216000,8.67,60,25047.85,2024-03-05,2029-03-05,Pending,,,2024-03-05,1216000,0,,
368,424,Home Loan,4730000,8.57,204,44108.92,2026-05-26,2043-05-26,Closed,52,2026-05-07,2026-05-26,0.00,204,,
232,231,Home Loan,5280000,8.67,180,52521.74,2024-10-18,2039-10-18,Active,58,2024-10-12,2024-10-18,8298434.92,22,2026-09-18,
621,681,Gold Loan,802000,9.74,48,20240.8,2025-02-22,2029-02-22,Closed,57,2025-02-05,2025-02-22,0.00,48,,
954,552,Home Loan,1578000,8.58,192,15137.19,2023-12-06,2039-12-06,Active,4,2023-11-07,2023-12-06,2421950.40,32,2026-09-06,
482,389,Personal Loan,1153000,17.19,24,57112.25,2025-09-27,2027-09-27,Defaulted,13,2025-09-14,2025-09-27,742459.25,11,2026-09-27,
200,201,Business Loan,543000,11.46,60,11931.08,2024-11-19,2029-11-19,Active,68,2024-11-02,2024-11-19,465312.12,21,2026-09-19,
443,1157,Car Loan,767000,7.82,36,23971.35,2022-12-03,2025-12-03,Active,77,2022-11-23,2022-12-03,0.00,36,2026-01-03,
239,849,Personal Loan,509000,17.27,24,25232.2,2022-02-23,2024-02-23,Pending,,,2022-02-23,509000,0,,
533,487,Education Loan,294000,7.54,180,2732.1,2024-04-16,2039-04-16,Pending,,,2024-04-16,294000,0,,
917,1491,Car Loan,1273000,9.71,72,23397.65,2023-05-26,2029-05-26,Rejected,,,2023-05-26,0.00,0,,Incomplete documentation
389,316,Business Loan,2945000,13.29,48,79431.52,2026-06-28,2030-06-28,Active,20,2026-06-24,2026-06-28,3653849.92,2,2026-09-28,
143,511,Personal Loan,1174000,13.2,72,23691.11,2022-11-23,2028-11-23,Active,95,2022-10-25,2022-11-23,639659.97,45,2026-09-23,
94,568,Education Loan,996000,6.73,144,10099.88,2025-08-16,2037-08-16,Pending,,,2025-08-16,996000,0,,
299,463,Car Loan,325000,11.38,48,8459.9,2021-08-27,2025-08-27,Active,2,2021-08-11,2021-08-27,0.00,48,2025-09-27,
726,803,Car Loan,1116000,10.71,48,28686.69,2023-03-20,2027-03-20,Pending,,,2023-03-20,1116000,0,,
71,1029,Car Loan,356000,10.6,84,6020.97,2021-11-26,2028-11-26,Active,100,2021-10-30,2021-11-26,162566.19,57,2026-09-26,
585,103,Education Loan,470000,10.49,156,5531.45,2024-09-05,2037-09-05,Active,79,2024-08-10,2024-09-05,735682.85,23,2026-09-05,
52,938,Education Loan,1883000,7.33,144,19697.23,2024-06-03,2036-06-03,Pending,,,2024-06-03,1883000,0,,
793,164,Personal Loan,1075000,17.81,48,31471.5,2023-07-17,2027-07-17,Closed,50,2023-06-27,2023-07-17,0.00,48,,
684,238,Car Loan,1836000,8.11,36,57626.78,2023-03-09,2026-03-09,Active,72,2023-03-01,2023-03-09,0.00,36,2026-04-09,
761,1311,Gold Loan,639000,10.95,24,29767.58,2022-06-18,2024-06-18,Approved,82,2022-06-02,2022-06-18,0.00,24,2024-07-18,
116,1008,Home Loan,1859000,7.04,180,16750.82,2025-08-03,2040-08-03,Active,92,2025-07-22,2025-08-03,2814137.76,12,2026-09-03,
650,1443,Home Loan,2742000,8.63,216,25047.27,2024-12-23,2042-12-23,Defaulted,45,2024-11-27,2024-12-23,4909264.92,20,2026-09-23,
882,412,Home Loan,6135000,9.01,156,66887.12,2025-08-01,2038-08-01,Active,94,2025-07-24,2025-08-01,9631745.28,12,2026-09-01,
874,941,Business Loan,4276000,10.74,24,198779.35,2023-07-31,2025-07-31,Pending,,,2023-07-31,4276000,0,,
165,350,Car Loan,655000,10.29,36,21224.3,2023-06-28,2026-06-28,Active,81,2023-05-31,2023-06-28,0.00,36,2026-07-28,
950,1296,Home Loan,1229000,8.89,192,12018.04,2025-10-19,2041-10-19,Approved,25,2025-09-26,2025-10-19,2187283.28,10,2026-09-19,
665,874,Business Loan,4028000,13.79,96,69491.87,2023-04-12,2031-04-12,Active,73,2023-03-16,2023-04-12,3891544.72,40,2026-09-12,
872,865,Home Loan,5901000,9.43,192,59641.21,2025-01-01,2041-01-01,Pending,,,2025-01-01,5901000,0,,
250,1104,Gold Loan,790000,12.72,48,21084.1,2024-09-29,2028-09-29,Approved,51,2024-09-11,2024-09-29,527102.50,23,2026-09-29,
872,82,Car Loan,622000,8.37,72,11018.39,2024-01-07,2030-01-07,Active,100,2024-01-06,2024-01-07,451753.99,31,2026-09-07,
141,1471,Car Loan,2402000,7.69,72,41752.2,2022-08-04,2028-08-04,Rejected,,,2022-08-04,0.00,0,,Insufficient income
635,526,Gold Loan,91000,13.98,36,3109.28,2024-07-28,2027-07-28,Pending,,,2024-07-28,91000,0,,
595,999,Education Loan,1433000,8.2,84,22478.1,2023-09-23,2030-09-23,Closed,55,2023-09-11,2023-09-23,0.00,84,,
765,1012,Personal Loan,880000,12.95,36,29629.49,2022-12-18,2025-12-18,Active,82,2022-11-21,2022-12-18,0.00,36,2026-01-18,
283,453,Car Loan,1206000,8.3,72,21322.18,2022-11-17,2028-11-17,Active,67,2022-10-26,2022-11-17,575698.86,45,2026-09-17,
428,347,Home Loan,7094000,7.54,192,63713.9,2021-12-18,2037-12-18,Active,79,2021-11-26,2021-12-18,8665090.40,56,2026-09-18,
239,68,Education Loan,1634000,9.56,180,17121.84,2025-02-27,2040-02-27,Pending,,,2025-02-27,1634000,0,,
393,1026,Business Loan,3442000,15.86,108,60030.25,2024-06-05,2033-06-05,Active,73,2024-05-21,2024-06-05,4922480.50,26,2026-09-05,
781,548,Car Loan,1026000,8.11,72,18044.26,2022-09-24,2028-09-24,Closed,81,2022-09-22,2022-09-24,0.00,72,,
321,1224,Car Loan,1173000,11.2,84,20208.18,2022-07-16,2029-07-16,Active,8,2022-06-17,2022-07-16,707286.30,49,2026-09-16,
847,1378,Education Loan,565000,8.43,180,5540.62,2023-08-13,2038-08-13,Active,96,2023-08-09,2023-08-13,797849.28,36,2026-09-13,
613,929,Business Loan,1309000,10.47,36,42527.18,2025-02-02,2028-02-02,Active,65,2025-01-20,2025-02-02,765489.24,18,2026-09-02,
461,1420,Gold Loan,607000,12.28,36,20242.36,2024-09-13,2027-09-13,Defaulted,94,2024-09-06,2024-09-13,263150.68,23,2026-09-13,
208,259,Home Loan,4194000,7.05,144,43242.17,2022-08-17,2034-08-17,Defaulted,99,2022-07-20,2022-08-17,4151248.32,48,2026-09-17,
208,259,Business Loan,753000,14.06,84,14136.2,2025-06-22,2032-06-22,Active,22,2025-06-14,2025-06-22,989534.00,14,2026-09-22,
657,278,Home Loan,7481000,7.61,192,67492.71,2024-07-04,2040-07-04,Active,65,2024-06-20,2024-07-04,11271282.57,25,2026-09-04,
59,1000,Personal Loan,831000,15.42,60,19953.11,2025-04-29,2030-04-29,Active,63,2025-04-03,2025-04-29,877936.84,16,2026-09-29,
928,1071,Personal Loan,418000,17.68,72,9458.2,2024-03-15,2030-03-15,Pending,,,2024-03-15,418000,0,,
837,616,Personal Loan,1137000,14.17,72,23532.35,2021-11-11,2027-11-11,Closed,68,2021-10-29,2021-11-11,0.00,72,,
82,1400,Gold Loan,318000,13.16,48,8556.42,2023-04-15,2027-04-15,Defaulted,43,2023-04-12,2023-04-15,68451.36,40,2026-09-15,
269,940,Education Loan,510000,8.63,84,8109.99,2022-07-13,2029-07-13,Active,45,2022-06-25,2022-07-13,283849.65,49,2026-09-13,
790,713,Personal Loan,1001000,13.8,72,20519.3,2025-09-02,2031-09-02,Active,15,2025-08-08,2025-09-02,1251677.30,11,2026-09-02,
85,806,Personal Loan,1122000,12.42,84,20059.26,2024-01-12,2031-01-12,Active,17,2023-12-28,2024-01-12,1063140.78,31,2026-09-12,
791,120,Home Loan,1904000,7.08,216,15616.27,2023-12-27,2041-12-27,Pending,,,2023-12-27,1904000,0,,
837,462,Home Loan,1608000,7.94,120,19458.53,2023-05-20,2033-05-20,Closed,14,2023-04-21,2023-05-20,0.00,120,,
868,1398,Education Loan,202000,7.05,144,2082.72,2024-08-08,2036-08-08,Pending,,,2024-08-08,202000,0,,
685,56,Personal Loan,1044000,17.39,12,95411.09,2022-01-21,2023-01-21,Active,6,2022-01-06,2022-01-21,0.00,12,2023-02-21,
539,113,Car Loan,2378000,8.4,84,37539.69,2023-03-17,2030-03-17,Active,59,2023-03-10,2023-03-17,1614206.67,41,2026-09-17,
26,1022,Personal Loan,1279000,14.37,72,26608.81,2024-02-18,2030-02-18,Active,7,2024-02-08,2024-02-18,1117570.02,30,2026-09-18,
145,707,Business Loan,2568000,10.84,120,35142.02,2022-02-18,2032-02-18,Pending,,,2022-02-18,2568000,0,,
903,1407,Car Loan,529000,8.24,36,16635.57,2025-11-17,2028-11-17,Closed,12,2025-10-29,2025-11-17,0.00,36,,
296,409,Business Loan,4885000,9.15,72,88418.86,2026-03-10,2032-03-10,Active,59,2026-02-22,2026-03-10,5924063.62,5,2026-09-10,
30,639,Car Loan,823000,10.45,48,21051.71,2024-11-07,2028-11-07,Pending,,,2024-11-07,823000,0,,
511,980,Gold Loan,200000,13.87,36,6822.9,2024-02-12,2027-02-12,Pending,,,2024-02-12,200000,0,,
464,99,Gold Loan,310000,13.87,48,8451.01,2024-12-04,2028-12-04,Closed,15,2024-11-19,2024-12-04,0.00,48,,
601,176,Education Loan,231000,10.29,60,4941.09,2022-09-08,2027-09-08,Closed,51,2022-08-13,2022-09-08,0.00,60,,
33,109,Home Loan,3713000,7.83,216,32106.64,2023-07-05,2041-07-05,Closed,31,2023-06-29,2023-07-05,0.00,216,,
556,64,Business Loan,2207000,9.66,84,36252.26,2025-11-08,2032-11-08,Active,14,2025-10-20,2025-11-08,2718919.50,9,2026-09-08,
116,1008,Personal Loan,644000,12.55,24,30480.99,2022-05-01,2024-05-01,Closed,69,2022-04-24,2022-05-01,0.00,24,,
790,1478,Car Loan,1071000,8.21,72,18888.11,2025-08-13,2031-08-13,Closed,38,2025-08-12,2025-08-13,0.00,72,,
384,192,Personal Loan,155000,13.27,36,5242.74,2023-06-05,2026-06-05,Pending,,,2023-06-05,155000,0,,
847,939,Gold Loan,443000,9.49,24,20338.08,2021-10-06,2023-10-06,Active,33,2021-10-04,2021-10-06,0.00,24,2023-11-06,
517,921,Car Loan,1636000,8.29,72,28916.59,2021-11-21,2027-11-21,Active,92,2021-11-13,2021-11-21,433748.85,57,2026-09-21,
167,451,Car Loan,2024000,7.87,48,49288.34,2022-02-18,2026-02-18,Approved,17,2022-01-20,2022-02-18,0.00,48,2026-03-18,
177,590,Car Loan,302000,10.05,48,7666.75,2025-05-20,2029-05-20,Pending,,,2025-05-20,302000,0,,
470,45,Car Loan,1841000,7.88,48,44840.56,2026-05-19,2030-05-19,Closed,36,2026-05-03,2026-05-19,0.00,48,,
170,1369,Home Loan,7396000,9.41,192,74660.52,2026-07-16,2042-07-16,Rejected,,,2026-07-16,0.00,0,,Incomplete documentation
468,642,Business Loan,2686000,9.39,96,39896.0,2025-01-14,2033-01-14,Defaulted,80,2025-01-12,2025-01-14,3071992.00,19,2026-09-14,
491,294,Gold Loan,405000,9.51,48,10176.8,2023-03-15,2027-03-15,Active,69,2023-02-23,2023-03-15,71237.60,41,2026-09-15,
40,1356,Business Loan,2732000,10.9,24,127205.81,2021-10-31,2023-10-31,Active,74,2021-10-13,2021-10-31,0.00,24,2023-11-30,
651,1116,Business Loan,2327000,13.56,96,39842.97,2023-11-30,2031-11-30,Active,5,2023-11-07,2023-11-30,2510107.11,33,2026-09-30,
29,557,Education Loan,466000,8.88,60,9646.28,2026-01-07,2031-01-07,Defaulted,2,2025-12-25,2026-01-07,511252.84,7,2026-09-07,
987,1136,Education Loan,1130000,8.33,84,17798.78,2022-10-02,2029-10-02,Active,45,2022-09-21,2022-10-02,676353.64,46,2026-09-02,
295,397,Gold Loan,864000,12.95,60,19636.55,2026-07-11,2031-07-11,Approved,70,2026-07-09,2026-07-11,1158556.45,1,2026-09-11,
980,1025,Gold Loan,221000,9.94,36,7124.82,2024-12-16,2027-12-16,Rejected,,,2024-12-16,0.00,0,,Insufficient income
1000,172,Education Loan,1816000,7.49,180,16824.23,2025-01-08,2040-01-08,Active,50,2024-12-29,2025-01-08,2708701.03,19,2026-09-08,
571,484,Education Loan,489000,10.16,144,5889.22,2025-02-21,2037-02-21,Active,97,2025-02-17,2025-02-21,742041.72,18,2026-09-21,
618,353,Business Loan,2669000,15.24,36,92835.75,2025-10-27,2028-10-27,Closed,57,2025-10-24,2025-10-27,0.00,36,,
304,816,Education Loan,1609000,9.46,60,33760.55,2022-04-29,2027-04-29,Active,1,2022-04-09,2022-04-29,270084.40,52,2026-09-29,
370,726,Education Loan,1571000,6.88,144,16055.55,2021-10-27,2033-10-27,Closed,47,2021-10-03,2021-10-27,0.00,144,,
354,527,Car Loan,860000,9.88,48,21762.29,2022-01-23,2026-01-23,Closed,11,2021-12-25,2022-01-23,0.00,48,,
555,66,Personal Loan,1252000,11.98,72,24463.82,2021-11-25,2027-11-25,Active,67,2021-11-01,2021-11-25,366957.30,57,2026-09-25,
846,662,Car Loan,2009000,11.37,60,44052.15,2022-06-04,2027-06-04,Closed,35,2022-05-31,2022-06-04,0.00,60,,
574,1440,Education Loan,218000,9.91,96,3297.6,2025-09-18,2033-09-18,Active,50,2025-08-20,2025-09-18,280296.00,11,2026-09-18,
393,1226,Education Loan,1006000,10.36,156,11761.76,2022-04-18,2035-04-18,Rejected,,,2022-04-18,0.00,0,,Incomplete documentation
15,1428,Gold Loan,875000,13.93,48,23879.95,2024-12-22,2028-12-22,Active,4,2024-12-18,2024-12-22,668638.60,20,2026-09-22,
1000,172,Car Loan,1238000,8.66,72,22107.28,2022-07-25,2028-07-25,Active,9,2022-07-20,2022-07-25,508467.44,49,2026-09-25,
597,379,Car Loan,2138000,8.07,36,67066.21,2023-05-28,2026-05-28,Active,91,2023-05-17,2023-05-28,0.00,36,2026-06-28,
303,560,Home Loan,6847000,8.81,144,77190.11,2022-04-20,2034-04-20,Closed,14,2022-04-19,2022-04-20,0.00,144,,
278,181,Personal Loan,1102000,11.17,72,21071.63,2024-01-01,2030-01-01,Rejected,,,2024-01-01,0.00,0,,Insufficient income
19,717,Gold Loan,945000,8.17,48,23145.7,2022-02-13,2026-02-13,Active,93,2022-02-04,2022-02-13,0.00,48,2026-03-13,
746,900,Personal Loan,83000,13.3,36,2808.61,2023-09-13,2026-09-13,Active,25,2023-08-30,2023-09-13,2808.61,35,2026-09-13,
146,475,Home Loan,1945000,8.15,240,16450.8,2024-12-06,2044-12-06,Active,100,2024-11-11,2024-12-06,3619176.00,20,2026-09-06,
286,975,Personal Loan,1276000,10.87,24,59394.62,2024-09-30,2026-09-30,Closed,14,2024-09-22,2024-09-30,0.00,24,,
212,492,Education Loan,1891000,9.0,168,19835.41,2024-11-20,2038-11-20,Defaulted,3,2024-10-29,2024-11-20,2915805.27,21,2026-09-20,
416,599,Personal Loan,734000,17.64,72,16591.89,2025-02-24,2031-02-24,Active,9,2025-02-17,2025-02-24,895962.06,18,2026-09-24,
643,889,Gold Loan,537000,9.48,12,47081.06,2022-03-04,2023-03-04,Active,63,2022-02-21,2022-03-04,0.00,12,2023-04-04,
503,1188,Car Loan,2328000,11.47,72,44873.77,2025-06-02,2031-06-02,Closed,72,2025-05-08,2025-06-02,0.00,72,,
955,1221,Education Loan,1353000,8.33,108,17846.62,2022-08-19,2031-08-19,Rejected,,,2022-08-19,0.00,0,,Low credit score
593,530,Home Loan,7001000,9.08,228,64547.47,2022-09-29,2041-09-29,Active,82,2022-08-30,2022-09-29,11683092.07,47,2026-09-29,
149,1259,Home Loan,1107000,9.25,180,11393.16,2023-12-31,2038-12-31,Active,97,2023-12-05,2023-12-31,1686187.68,32,2026-09-30,
419,141,Business Loan,4704000,13.01,96,79087.64,2023-11-17,2031-11-17,Active,77,2023-10-18,2023-11-17,4982521.32,33,2026-09-17,
309,1149,Home Loan,2567000,8.86,144,29011.22,2024-10-29,2036-10-29,Active,90,2024-10-19,2024-10-29,3539368.84,22,2026-09-29,
338,1452,Home Loan,7054000,8.91,132,84021.29,2025-08-23,2036-08-23,Closed,63,2025-08-07,2025-08-23,0.00,132,,
454,514,Car Loan,1898000,10.95,48,49008.73,2025-01-15,2029-01-15,Approved,3,2024-12-25,2025-01-15,1421253.17,19,2026-09-15,
847,732,Home Loan,4117000,8.88,180,41463.97,2024-09-16,2039-09-16,Closed,75,2024-09-11,2024-09-16,0.00,180,,
204,1338,Education Loan,295000,6.97,132,3206.17,2023-08-24,2034-08-24,Closed,17,2023-08-07,2023-08-24,0.00,132,,
283,1120,Gold Loan,224000,10.3,36,7259.44,2025-04-05,2028-04-05,Approved,81,2025-03-28,2025-04-05,145188.80,16,2026-09-05,
605,466,Education Loan,1654000,6.57,72,27858.78,2023-04-02,2029-04-02,Closed,2,2023-03-13,2023-04-02,0.00,72,,
648,1055,Home Loan,7719000,7.57,216,65545.19,2025-06-13,2043-06-13,Active,71,2025-05-28,2025-06-13,13240128.38,14,2026-09-13,
523,1114,Business Loan,3065000,12.77,24,145384.79,2022-11-20,2024-11-20,Active,62,2022-10-29,2022-11-20,0.00,24,2024-12-20,
847,939,Education Loan,834000,7.47,180,7717.07,2024-06-02,2039-06-02,Active,43,2024-05-21,2024-06-02,1188428.78,26,2026-09-02,
4,1011,Business Loan,2504000,14.64,96,44415.2,2023-09-10,2031-09-10,Defaulted,12,2023-09-01,2023-09-10,2709327.20,35,2026-09-10,
436,1350,Education Loan,1910000,9.76,180,20245.43,2025-05-27,2040-05-27,Rejected,,,2025-05-27,0.00,0,,Insufficient income
488,157,Personal Loan,1225000,10.36,36,39734.67,2025-05-20,2028-05-20,Active,92,2025-05-01,2025-05-20,834428.07,15,2026-09-20,
738,319,Gold Loan,543000,12.08,48,14320.61,2023-09-07,2027-09-07,Closed,63,2023-08-17,2023-09-07,0.00,48,,
324,469,Gold Loan,87000,9.13,24,3979.76,2021-12-01,2023-12-01,Approved,84,2021-11-28,2021-12-01,0.00,24,2024-01-01,
234,1490,Personal Loan,1094000,17.86,24,54542.99,2022-01-25,2024-01-25,Pending,,,2022-01-25,1094000,0,,
838,770,Home Loan,3470000,8.04,216,30445.22,2024-12-08,2042-12-08,Pending,,,2024-12-08,3470000,0,,
202,1431,Personal Loan,620000,13.44,12,55504.78,2023-05-31,2024-05-31,Closed,8,2023-05-13,2023-05-31,0.00,12,,
263,1373,Personal Loan,1128000,11.35,72,21673.2,2024-09-22,2030-09-22,Defaulted,78,2024-09-21,2024-09-22,1061986.80,23,2026-09-22,
410,107,Personal Loan,1385000,11.92,24,65145.03,2023-08-26,2025-08-26,Closed,49,2023-07-28,2023-08-26,0.00,24,,
634,1102,Car Loan,1132000,11.02,36,37070.95,2025-04-26,2028-04-26,Rejected,,,2025-04-26,0.00,0,,Unstable employment history
599,761,Gold Loan,860000,11.45,36,28338.92,2022-05-14,2025-05-14,Active,19,2022-04-25,2022-05-14,0.00,36,2025-06-14,
393,1226,Personal Loan,494000,14.26,24,23779.09,2025-04-27,2027-04-27,Pending,,,2025-04-27,494000,0,,
459,602,Business Loan,4986000,12.06,36,165749.47,2022-03-09,2025-03-09,Approved,26,2022-03-02,2022-03-09,0.00,36,2025-04-09,
410,107,Business Loan,4459000,12.99,36,150219.86,2025-02-28,2028-02-28,Active,16,2025-02-14,2025-02-28,2703957.48,18,2026-09-28,
400,989,Gold Loan,734000,8.29,60,14984.95,2024-06-20,2029-06-20,Active,59,2024-05-24,2024-06-20,509488.30,26,2026-09-20,
787,138,Home Loan,2490000,8.47,120,30832.5,2026-04-26,2036-04-26,Active,31,2026-04-15,2026-04-26,3576570.00,4,2026-09-26,
680,544,Gold Loan,983000,12.52,24,46512.29,2022-01-03,2024-01-03,Closed,77,2021-12-13,2022-01-03,0.00,24,,
370,961,Gold Loan,99000,13.45,36,3357.2,2026-01-28,2029-01-28,Active,79,2026-01-04,2026-01-28,97358.80,7,2026-09-28,
994,445,Gold Loan,780000,9.75,12,68483.73,2023-11-08,2024-11-08,Active,4,2023-10-22,2023-11-08,0.00,12,2024-12-08,
872,865,Car Loan,2097000,8.91,60,43438.73,2024-03-15,2029-03-15,Active,3,2024-02-19,2024-03-15,1346600.63,29,2026-09-15,
552,833,Business Loan,3954000,14.65,96,70157.61,2026-06-04,2034-06-04,Active,70,2026-06-03,2026-06-04,6594815.34,2,2026-09-04,
322,1119,Home Loan,2959000,7.63,240,24073.27,2024-01-20,2044-01-20,Active,84,2024-01-09,2024-01-20,5031313.43,31,2026-09-20,
836,303,Business Loan,1076000,14.81,96,19191.14,2022-04-24,2030-04-24,Pending,,,2022-04-24,1076000,0,,
950,925,Home Loan,1936000,9.03,144,22065.0,2021-10-28,2033-10-28,Closed,6,2021-10-09,2021-10-28,0.00,144,,
328,1486,Business Loan,1197000,11.76,84,20977.0,2023-01-10,2030-01-10,Active,94,2022-12-30,2023-01-10,860057.00,43,2026-09-10,
558,369,Gold Loan,819000,13.99,24,39318.68,2024-11-13,2026-11-13,Active,7,2024-10-16,2024-11-13,117956.04,21,2026-09-13,
168,981,Home Loan,6623000,8.19,156,69124.7,2021-12-01,2034-12-01,Active,8,2021-11-20,2021-12-01,6912470.00,56,2026-09-01,
636,645,Gold Loan,390000,10.61,36,12696.19,2025-12-23,2028-12-23,Closed,98,2025-12-19,2025-12-23,0.00,36,,
254,588,Home Loan,4065000,7.14,204,34460.77,2022-06-15,2039-06-15,Active,97,2022-05-31,2022-06-15,5306958.58,50,2026-09-15,
824,798,Gold Loan,387000,13.25,24,18444.16,2023-11-19,2025-11-19,Closed,84,2023-10-22,2023-11-19,0.00,24,,
393,1226,Home Loan,1728000,8.78,132,20458.89,2026-02-04,2037-02-04,Active,27,2026-01-17,2026-02-04,2577820.14,6,2026-09-04,
533,487,Car Loan,2457000,8.78,48,60886.2,2022-10-22,2026-10-22,Active,94,2022-10-20,2022-10-22,121772.40,46,2026-09-22,
326,483,Personal Loan,573000,11.79,48,15030.27,2024-10-26,2028-10-26,Active,64,2024-10-11,2024-10-26,390787.02,22,2026-09-26,
633,953,Home Loan,1177000,8.12,216,10383.91,2025-06-03,2043-06-03,Active,93,2025-05-12,2025-06-03,2097549.82,14,2026-09-03,
662,1145,Personal Loan,131000,11.17,60,2859.38,2023-03-09,2028-03-09,Active,32,2023-02-15,2023-03-09,54328.22,41,2026-09-09,
783,1155,Home Loan,6920000,8.16,180,66771.89,2022-12-05,2037-12-05,Active,65,2022-11-23,2022-12-05,9080977.04,44,2026-09-05,
54,1414,Education Loan,535000,9.02,156,5835.93,2023-09-24,2036-09-24,Closed,49,2023-09-22,2023-09-24,0.00,156,,
960,1161,Business Loan,646000,12.07,96,10524.2,2024-05-30,2032-05-30,Active,68,2024-05-05,2024-05-30,726169.80,27,2026-09-30,
428,507,Car Loan,1176000,8.87,72,21122.24,2023-01-22,2029-01-22,Active,79,2023-01-03,2023-01-22,612544.96,43,2026-09-22,
482,389,Home Loan,7402000,8.01,132,84537.0,2023-11-24,2034-11-24,Defaulted,91,2023-11-16,2023-11-24,8369163.00,33,2026-09-24,
987,1036,Personal Loan,1385000,10.8,60,29975.3,2025-07-11,2030-07-11,Active,91,2025-06-25,2025-07-11,1408839.10,13,2026-09-11,
491,1438,Personal Loan,1400000,15.68,84,27552.34,2024-09-20,2031-09-20,Active,94,2024-09-01,2024-09-20,1680692.74,23,2026-09-20,
396,279,Business Loan,4875000,11.28,48,126660.83,2025-02-01,2029-02-01,Active,24,2025-01-23,2025-02-01,3799824.90,18,2026-09-01,
255,894,Gold Loan,400000,11.47,24,18730.54,2024-07-13,2026-07-13,Closed,62,2024-07-09,2024-07-13,0.00,24,,
154,685,Gold Loan,337000,11.29,12,29830.22,2025-04-06,2026-04-06,Active,43,2025-03-15,2025-04-06,0.00,12,2026-05-06,
990,147,Education Loan,1814000,7.45,180,16764.5,2023-02-11,2038-02-11,Approved,83,2023-01-22,2023-02-11,2313501.00,42,2026-09-11,
114,696,Home Loan,1325000,7.98,132,15111.2,2023-04-23,2034-04-23,Pending,,,2023-04-23,1325000,0,,
882,1074,Personal Loan,472000,12.68,72,9395.45,2025-09-01,2031-09-01,Closed,7,2025-08-19,2025-09-01,0.00,72,,
628,1334,Education Loan,444000,9.58,60,9342.19,2025-08-07,2030-08-07,Closed,33,2025-07-13,2025-08-07,0.00,60,,
762,791,Home Loan,7906000,9.15,132,95218.27,2022-01-15,2033-01-15,Closed,73,2021-12-27,2022-01-15,0.00,132,,
249,960,Business Loan,2935000,9.29,24,134475.58,2022-07-01,2024-07-01,Closed,35,2022-06-11,2022-07-01,0.00,24,,
596,858,Education Loan,1799000,6.64,72,30361.12,2022-12-12,2028-12-12,Defaulted,32,2022-11-28,2022-12-12,850111.36,44,2026-09-12,
673,970,Gold Loan,839000,8.74,36,26578.57,2024-09-04,2027-09-04,Active,54,2024-08-17,2024-09-04,345521.41,23,2026-09-04,
938,333,Personal Loan,807000,17.86,60,20431.08,2022-04-04,2027-04-04,Rejected,,,2022-04-04,0.00,0,,Eligibility criteria not met
