customer_id,device_identifier,device_name,device_type,device_model,operating_system,os_version,app_version,device_status,is_trusted,last_ip_address,last_login_city,last_login,registered_at,registered_from,failed_login_attempts,blocked_at
951,DEV-3195EC28125D4C4AAB9A228403025914,iPhone 12,iPhone,iPhone 12,iOS,18,5.5.2,Active,1,10.120.185.73,Bhagalpur,2026-06-28 02:59:00,2025-08-01,Mobile App,0,
562,DEV-678FF0D978A843598C4BD6BB580F4826,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,15,5.2.0,Active,1,10.56.222.196,Shahjahanpur,2025-03-05 18:13:00,2020-04-18,Internet Banking,0,
250,DEV-0C27BFD03A64440C80B298CE32EDD3B2,iPhone 13,iPhone,iPhone 13,iOS,17,6.0.0,Active,1,10.133.57.155,Madurai,2025-06-06 03:04:00,2025-05-25,Internet Banking,0,
229,DEV-0315ED15EAE041EC8D2EC01C41258EFF,Safari,Web,Safari,Windows 11,10,6.0.0,Active,0,172.16.36.159,Muzaffarnagar,2025-04-24 16:21:00,2020-11-09,Internet Banking,0,
321,DEV-C4C87E726B4E49F982FB172528FB7CB2,Safari,Web,Safari,macOS,11,5.4.0,Active,1,10.223.215.120,Bangalore,2026-06-23 13:30:00,2021-05-23,Internet Banking,0,
21,DEV-9941122F1D8442D8A8E1FD2D8107AD99,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,14,5.3.1,Active,0,10.12.100.176,Cuttack,2025-02-06 15:15:00,2021-06-07,Internet Banking,0,
834,DEV-9C850EE22B47456896A87C9AF22DBC71,Redmi Note 13,Android,Redmi Note 13,Android,14,5.2.0,Active,1,192.168.244.194,Agartala,2026-04-02 19:54:00,2022-12-24,Mobile App,1,
113,DEV-A8B8346CB3544899AA2FF88BD9E2EFEB,Redmi Note 13,Android,Redmi Note 13,Android,14,5.2.0,Active,1,192.168.62.106,Tiruvottiyur,2025-04-12 09:09:00,2025-03-25,Branch,1,
698,DEV-0398C4D5D19E47CB99201989ABB5006E,Google Pixel 8a,Android,Google Pixel 8a,Android,12,5.3.1,Active,1,10.79.88.36,Imphal,2025-04-01 11:30:00,2025-01-20,Mobile App,0,
827,DEV-650840337C7D42D88E0E51603B510358,OnePlus 12,Android,OnePlus 12,Android,12,6.0.0,Active,1,192.168.76.55,Unnao,2024-02-27 22:01:00,2023-01-12,Internet Banking,2,
557,DEV-C0B0A439296A457E9B660E61173F67A5,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,15,5.5.2,Active,1,10.241.1.247,Vasai-Virar,2026-06-19 18:32:00,2020-08-21,Internet Banking,0,
289,DEV-9AD2EC7F6EF94175A81CB5578467D830,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,13,5.2.0,Active,1,10.32.28.180,Panipat,2026-03-12 20:54:00,2022-07-04,Mobile App,1,
835,DEV-00DD49EA63E84BE68FE7386D7AB18A26,iPhone 15,iPhone,iPhone 15,iOS,18,6.0.0,Active,1,172.25.251.161,Saharanpur,2025-03-24 14:03:00,2024-06-25,Mobile App,2,
688,DEV-20DA14B4EE3A4250A712B34BA286EA51,Google Pixel 8a,Android,Google Pixel 8a,Android,12,5.2.0,Active,1,10.196.163.47,Katni,2025-07-12 08:22:00,2022-05-07,Mobile App,0,
584,DEV-4ECD3DDB283743E2AD5FD064D70E5B60,Vivo V30,Android,Vivo V30,Android,13,5.4.0,Active,1,192.168.97.194,Sagar,2026-05-07 02:01:00,2026-03-09,Mobile App,0,
934,DEV-8EE3AD322AAA4A788E12E87A87914804,Firefox,Web,Firefox,macOS,13,5.3.1,Active,1,192.168.156.149,Hazaribagh,2023-07-24 04:38:00,2022-02-13,Mobile App,0,
440,DEV-8858303CC2AE44558776896FD31C5156,Firefox,Web,Firefox,Windows 10,13,5.4.0,Active,1,10.21.231.221,Dhanbad,2024-05-23 07:43:00,2023-05-12,Internet Banking,0,
735,DEV-82CD54AE91FC41EAAE16117C3492CE52,iPhone 12,iPhone,iPhone 12,iOS,16,5.2.0,Active,1,192.168.119.13,Bhiwandi,2026-05-23 13:52:00,2026-05-12,Mobile App,0,
182,DEV-DF9478FD5E5F4A74B57578BC14311B78,iPhone 13,iPhone,iPhone 13,iOS,17,5.3.1,Active,1,10.121.127.195,Rajkot,2022-10-31 16:53:00,2022-07-25,Branch,0,
680,DEV-67328AFDE1C14FE1BDC3D6F2C4AE0264,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,14,5.4.0,Active,1,192.168.255.22,Katni,2024-11-19 04:24:00,2023-07-27,Internet Banking,0,
275,DEV-689E4B91273D4B74A0E4656C76D0DC51,iPhone 13,iPhone,iPhone 13,iOS,16,5.4.0,Active,1,192.168.223.254,Satara,2026-04-08 20:37:00,2026-03-26,Mobile App,0,
875,DEV-55B7386F8B6B4C699D9F2D2086ADAA4F,Vivo V30,Android,Vivo V30,Android,13,5.4.0,Active,1,10.138.201.51,Amaravati,2024-02-05 01:24:00,2022-06-23,Internet Banking,0,
786,DEV-E7CFEEE54769416F9A857F91912BEB23,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,18,6.0.0,Active,1,192.168.189.44,Sangli-Miraj & Kupwad,2026-07-17 10:27:00,2025-12-03,Mobile App,0,
551,DEV-51CA2E62EA9648F7B7F751D6950EC9C0,Nothing Phone 2,Android,Nothing Phone 2,Android,14,5.3.1,Active,1,192.168.253.109,Durgapur,2024-09-18 17:56:00,2023-12-18,Mobile App,0,
815,DEV-66B5CDA5D16D4C248BDD446408729F50,Google Pixel 8a,Android,Google Pixel 8a,Android,14,5.3.1,Active,1,192.168.146.195,Srikakulam,2026-01-21 13:41:00,2020-01-08,Mobile App,0,
548,DEV-632E3D1A932D4CCFB30343F5FE787124,iPhone 14,iPhone,iPhone 14,iOS,16,6.0.0,Active,0,10.141.39.163,Tenali,2026-08-01 05:02:00,2026-06-18,Internet Banking,0,
366,DEV-C694642B130A4695ACBD57DB28B2F10F,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,17,5.4.0,Active,1,172.29.225.86,Rourkela,2026-05-05 10:33:00,2023-10-09,Internet Banking,0,
415,DEV-C600968CF47548C798C86B3BFE42CFE1,Nothing Phone 2,Android,Nothing Phone 2,Android,12,5.3.1,Active,1,192.168.156.223,New Delhi,2026-03-07 18:56:00,2022-09-02,Branch,0,
208,DEV-E3037598ECA54D15B0DB90B9A59E99A3,iPhone 15,iPhone,iPhone 15,iOS,17,5.1.0,Active,1,172.28.178.246,Bhalswa Jahangir Pur,2024-04-04 14:05:00,2024-03-26,Mobile App,0,
39,DEV-8170F1A7214D4DD089B28CB42069511A,Redmi Note 13,Android,Redmi Note 13,Android,15,5.4.0,Blocked,0,192.168.96.43,Kakinada,2026-04-26 23:00:00,2026-01-19,Mobile App,3,2026-04-27 00:31:00
36,DEV-799B7BF2316F45CFBAE70D16524CA3F5,iPhone 13,iPhone,iPhone 13,iOS,16,5.2.0,Blocked,0,10.215.40.98,Aligarh,2022-08-01 16:26:00,2020-03-18,Mobile App,6,2022-08-01 17:26:00
443,DEV-D91AE74822524293BAB3F422B9E78C1C,iPhone 13,iPhone,iPhone 13,iOS,16,5.5.2,Active,1,10.213.174.206,Bikaner,2026-08-09 04:34:00,2026-07-04,Internet Banking,0,
582,DEV-9E80B4B1DC224233AC60FCDC5C19C0D2,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,13,5.3.1,Active,1,172.18.255.13,Jorhat,2022-10-29 23:11:00,2020-05-31,Mobile App,0,
846,DEV-51EA04715E5B48EBB366C9AB012D41E2,iPhone 15 Pro,iPhone,iPhone 15 Pro,iOS,16,5.3.1,Active,1,172.19.189.124,Sasaram,2025-06-15 13:15:00,2025-03-23,Mobile App,0,
514,DEV-2A74CE75392C4FB0B8E0BA04DD6885FE,iPhone 16,iPhone,iPhone 16,iOS,17,5.1.0,Active,1,10.11.230.236,Nagercoil,2024-03-16 17:02:00,2022-05-26,Mobile App,0,
636,DEV-2C53EA89ED914321A810246738D1CB04,Vivo V30,Android,Vivo V30,Android,14,5.3.1,Active,1,172.25.232.104,Bhusawal,2026-02-20 21:04:00,2026-01-19,Internet Banking,0,
522,DEV-F1E35B5114AA47A7AE72C41BF20CC94C,OnePlus 12,Android,OnePlus 12,Android,15,5.5.2,Inactive,1,192.168.25.10,Guntakal,2022-09-28 12:29:00,2020-09-12,Internet Banking,0,
731,DEV-B0C7CA725BD84D519A5E70748A93A72D,iPhone 15,iPhone,iPhone 15,iOS,17,5.4.0,Active,1,10.12.5.251,Karimnagar,2026-01-31 22:31:00,2021-09-16,Internet Banking,0,
617,DEV-CC02D316BD0C4D578E91A711123B2230,iPhone 13,iPhone,iPhone 13,iOS,18,5.5.2,Active,1,172.19.111.125,Ozhukarai,2025-10-20 20:31:00,2020-06-09,Mobile App,0,
112,DEV-A1714D704F9D42B99BF2E1D79A0D1A64,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,15,5.4.0,Inactive,1,192.168.113.247,Gwalior,2024-10-03 14:35:00,2020-02-04,Internet Banking,1,
515,DEV-A44FF0AB48074583B8C50FEB69A2CFE2,Google Pixel 8,Android,Google Pixel 8,Android,15,5.5.2,Active,0,172.24.119.179,Aligarh,2026-06-15 12:54:00,2025-11-15,Branch,1,
714,DEV-40F8B066D5FB4E1C879979581128EDED,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,5.5.2,Active,1,192.168.16.146,Ongole,2026-02-06 23:05:00,2025-01-08,Internet Banking,0,
224,DEV-4E0C4CAB73624743AFEA987F4E919B25,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,12,5.3.1,Active,1,172.25.121.150,Panipat,2026-03-23 00:26:00,2021-10-20,Internet Banking,1,
202,DEV-10A8F31A7DF248D3A6DC2B7472318743,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,16,5.2.0,Active,0,10.153.229.18,Bareilly,2025-12-19 07:35:00,2023-11-12,Mobile App,0,
30,DEV-592CDC8CEFC74660A3C256E943D0D120,Redmi Note 13,Android,Redmi Note 13,Android,14,5.1.0,Active,1,10.21.21.10,Raebareli,2020-11-20 07:06:00,2020-10-20,Mobile App,0,
840,DEV-5431A41612DF4B1291E39679C22ABBB0,iPhone 13,iPhone,iPhone 13,iOS,16,6.0.0,Active,1,172.17.225.92,Junagadh,2021-10-31 19:33:00,2020-11-07,Mobile App,0,
55,DEV-3366ABC412244106A603C548D19B9133,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,12,5.4.0,Active,1,10.145.7.32,Bareilly,2026-01-19 00:44:00,2021-11-09,Mobile App,0,
682,DEV-57DD9BB3B7E74C87AE393CD557479797,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,13,5.1.0,Active,1,192.168.191.183,Arrah,2026-04-06 11:20:00,2020-04-27,Mobile App,0,
316,DEV-141BEC046FBB4121BC848303AEFD6EEE,OnePlus 12,Android,OnePlus 12,Android,14,5.1.0,Active,1,172.31.179.165,Bharatpur,2022-09-15 14:31:00,2022-05-24,Internet Banking,0,
791,DEV-1DA2F3A462AE4BC299D038D560F64459,Chrome Browser,Web,Chrome Browser,Windows 11,12,5.4.0,Active,1,192.168.27.147,Saharsa,2025-07-13 14:35:00,2022-04-12,Mobile App,0,
344,DEV-A84C791D87BC4693A7BA8F8C6768E99C,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,15,5.5.2,Active,1,10.247.189.195,Bangalore,2026-03-16 22:59:00,2025-05-30,Internet Banking,0,
377,DEV-D00E07A7E1104F0A8F9E3054A5D928CD,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,12,5.5.2,Active,1,172.24.218.113,Mathura,2021-02-21 16:57:00,2021-02-21,Branch,0,
275,DEV-E014129BB1F445469D7A43C11AEA02F4,OnePlus 12,Android,OnePlus 12,Android,13,5.4.0,Active,1,10.37.46.170,Jammu,2026-08-08 10:55:00,2026-07-12,Mobile App,0,
588,DEV-BAD1660BD3AA4536985571C42F8AC843,Nothing Phone 2,Android,Nothing Phone 2,Android,15,5.1.0,Active,1,172.22.104.233,Kurnool,2026-01-19 07:25:00,2026-01-10,Branch,0,
912,DEV-0605B3920A304837B7E89459DBE4611B,iPhone 13,iPhone,iPhone 13,iOS,18,5.3.1,Active,1,192.168.225.125,Miryalaguda,2023-08-10 05:22:00,2021-05-03,Mobile App,0,
851,DEV-CCAD3A3D602B4217ABC56BADA6B2E910,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,15,5.4.0,Active,0,10.217.76.173,Bulandshahr,2024-02-11 14:43:00,2023-04-11,Branch,0,
769,DEV-AF314375BB4548F6B870CF6B8B5FFEAF,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,15,5.2.0,Active,0,192.168.121.123,Siliguri,2026-04-09 14:28:00,2025-11-09,Mobile App,0,
880,DEV-1A75FC69A8104C2299553A24B3646B05,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,5.1.0,Active,1,192.168.188.82,Sambhal,2023-02-19 06:57:00,2022-10-26,Internet Banking,2,
718,DEV-2EC7F0FE9F114FB0B004216A22DBC55B,iPhone 14,iPhone,iPhone 14,iOS,18,5.3.1,Active,1,172.17.76.232,Tadipatri,2021-09-26 01:12:00,2021-01-14,Mobile App,0,
618,DEV-2F9E972E5D6542BE80DFE1030E613F35,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,15,5.1.0,Active,1,10.191.126.122,Kumbakonam,2025-03-24 13:57:00,2023-07-13,Mobile App,0,
12,DEV-4B54D0C59687496B84C73CA47BA704FC,Redmi Note 13,Android,Redmi Note 13,Android,15,5.2.0,Active,1,10.57.68.75,Madanapalle,2023-10-01 10:35:00,2022-05-11,Mobile App,0,
186,DEV-E74CCF8CB58D4F81B38DFF8EB294322A,Safari,Web,Safari,macOS,10,6.0.0,Active,1,10.80.240.1,Raiganj,2023-02-01 01:44:00,2020-03-08,Internet Banking,0,
558,DEV-27F950CA60CD4D459DF238760545AA22,iPhone 13,iPhone,iPhone 13,iOS,17,5.5.2,Active,1,10.17.70.211,Patiala,2023-06-11 12:20:00,2021-12-30,Branch,0,
930,DEV-5014B9D913134A5AA75070B7E5B2587B,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,13,5.4.0,Active,1,192.168.53.145,Dhule,2025-05-26 13:18:00,2025-03-17,Mobile App,0,
858,DEV-AD7DCCDE3E6C4C0680B8E5FFADB311FE,Nothing Phone 2,Android,Nothing Phone 2,Android,15,5.3.1,Active,1,10.198.238.242,Ozhukarai,2023-11-13 02:18:00,2021-09-13,Mobile App,2,
7,DEV-DCF0CF70D53042638A91B471743DFD41,Safari,Web,Safari,Ubuntu,12,6.0.0,Active,1,172.25.124.75,Rampur,2025-05-29 13:12:00,2021-12-07,Mobile App,0,
588,DEV-EFB3C8F440254D9F8185CB4858A1BCEC,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,12,6.0.0,Active,1,172.24.32.217,Kollam,2024-07-18 16:35:00,2024-01-11,Branch,3,
896,DEV-2602354489194841A2B9692ED7E4B769,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,14,5.4.0,Active,1,172.16.195.215,Hosur,2024-02-16 04:32:00,2023-03-21,Mobile App,3,
516,DEV-48B5E64CE0AB434E8B25475CE29D47E0,iPhone 13,iPhone,iPhone 13,iOS,17,5.1.0,Active,1,172.23.244.223,Purnia,2026-04-29 21:17:00,2021-02-25,Mobile App,0,
473,DEV-7A2651B858CF48BA89EC1F321CED7E79,Microsoft Edge,Web,Microsoft Edge,macOS,12,5.3.1,Active,0,192.168.23.5,Akola,2026-04-24 17:07:00,2020-12-22,Mobile App,1,
406,DEV-A02AF6567A064DEBBC775DFCA287B7B9,Microsoft Edge,Web,Microsoft Edge,Windows 10,14,5.4.0,Active,1,10.73.229.160,Vellore,2026-07-07 22:08:00,2025-10-24,Mobile App,0,
356,DEV-EBF964275E224F7282A706AF192A730A,Vivo V30,Android,Vivo V30,Android,12,5.2.0,Active,1,172.18.105.184,Purnia,2024-06-03 08:02:00,2021-12-16,Mobile App,0,
525,DEV-C111950C939441AAB1D01CB6F87F2D3C,Redmi Note 13,Android,Redmi Note 13,Android,14,5.2.0,Active,1,192.168.198.121,Suryapet,2026-05-20 14:15:00,2026-04-30,Internet Banking,3,
886,DEV-26EBF00F91784DC89363FA7DA4353176,iPhone 13,iPhone,iPhone 13,iOS,16,6.0.0,Active,1,10.210.143.200,Hosur,2021-01-26 21:54:00,2020-10-28,Mobile App,0,
391,DEV-F37E526E4D1043FF999D8D7998ECD17F,iPhone 15,iPhone,iPhone 15,iOS,18,5.3.1,Active,1,10.166.212.136,Aligarh,2025-10-01 19:55:00,2025-07-10,Mobile App,2,
59,DEV-E0F4197164884BD8933A4A84C9A14448,Redmi Note 13,Android,Redmi Note 13,Android,13,5.4.0,Active,1,192.168.187.249,Bahraich,2026-01-09 20:03:00,2025-02-16,Internet Banking,0,
425,DEV-7BA8510E6B4A42EF8D732D671188FA45,OnePlus 12,Android,OnePlus 12,Android,15,5.4.0,Active,1,172.30.199.214,Noida,2025-12-03 03:35:00,2024-02-12,Branch,0,
331,DEV-83C1D12566EB41E8B72866F8B44C15BA,Chrome Browser,Web,Chrome Browser,Windows 11,12,5.5.2,Blocked,0,172.16.221.236,Davanagere,2022-12-19 21:31:00,2021-04-10,Internet Banking,4,2022-12-19 21:42:00
139,DEV-A4D46A27C85445BCB14E7F6245BCED8E,Nothing Phone 2,Android,Nothing Phone 2,Android,12,5.2.0,Active,1,192.168.163.14,Bhavnagar,2026-08-12 08:34:00,2026-05-29,Mobile App,0,
64,DEV-66D38181333A48E9A65C114C03E9A86F,OnePlus 12,Android,OnePlus 12,Android,15,5.1.0,Active,1,10.159.89.166,Sagar,2026-08-09 08:57:00,2025-03-27,Mobile App,0,
293,DEV-6ACE36F400D44168A9801681AF3F7981,Nothing Phone 2,Android,Nothing Phone 2,Android,14,6.0.0,Active,1,172.30.100.77,Uluberia,2023-01-15 11:08:00,2021-03-15,Mobile App,1,
795,DEV-520BC11355604751A906D0CE8136FCD3,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,14,5.1.0,Active,1,172.19.133.238,Meerut,2026-01-23 00:51:00,2025-06-13,Mobile App,0,
779,DEV-0A756009869F4B2BBA97CBD015005518,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,12,5.4.0,Active,1,10.23.100.109,Udupi,2024-02-10 19:03:00,2023-03-04,Branch,0,
532,DEV-22886A11F792441EAB4F051B8D38A688,iPhone 16,iPhone,iPhone 16,iOS,18,6.0.0,Active,1,10.211.105.141,Anand,2026-02-14 20:33:00,2023-07-20,Mobile App,0,
265,DEV-18285DEF3C944291A2ED232203695297,iPhone 12,iPhone,iPhone 12,iOS,18,5.2.0,Active,1,172.16.59.205,Imphal,2024-10-25 22:14:00,2021-10-02,Mobile App,0,
81,DEV-AC9EB18477B142D4852B2CEC893C9776,Google Pixel 8a,Android,Google Pixel 8a,Android,15,5.1.0,Active,1,172.18.212.208,Anantapuram,2024-09-27 00:44:00,2024-07-02,Internet Banking,1,
701,DEV-3EFF83DEE47147D08EA5BD31A34756F0,Google Pixel 8,Android,Google Pixel 8,Android,15,5.5.2,Active,1,192.168.226.48,Jhansi,2026-03-11 18:20:00,2026-01-06,Mobile App,0,
413,DEV-161A7817A5C64C9CA29B4E20332C78A6,Google Pixel 8,Android,Google Pixel 8,Android,14,5.2.0,Active,1,172.23.41.40,Pali,2026-07-22 20:53:00,2026-06-07,Mobile App,0,
800,DEV-B49906BDE4BF4C5C9788F4A95ECA51E1,Google Pixel 8a,Android,Google Pixel 8a,Android,13,6.0.0,Active,1,192.168.82.69,Cuttack,2025-12-23 00:49:00,2025-10-22,Internet Banking,0,
879,DEV-BFFF61DD217B4942A5E287955E8D4772,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,6.0.0,Active,1,172.31.242.135,Kottayam,2023-09-08 02:08:00,2020-08-04,Mobile App,0,
406,DEV-C43D678F32C24E0580E9CA5DEDD14115,Vivo V30,Android,Vivo V30,Android,14,6.0.0,Active,1,172.23.236.12,Nandyal,2024-02-03 23:43:00,2023-06-27,Internet Banking,0,
267,DEV-B1C94CB5C7C44D76B0E0853695089BD7,Vivo V30,Android,Vivo V30,Android,12,5.1.0,Active,1,172.29.210.253,Kurnool,2025-06-17 06:03:00,2020-02-22,Mobile App,0,
123,DEV-990C41B565204762B8A4A1F37C83C69A,iPhone 13,iPhone,iPhone 13,iOS,18,6.0.0,Active,1,10.230.139.94,Tadipatri,2022-07-14 14:46:00,2022-03-11,Mobile App,1,
312,DEV-BE7B5C5B35F94195A392ABC1E6609F8D,OnePlus 12,Android,OnePlus 12,Android,15,5.1.0,Active,1,172.23.113.171,Naihati,2025-08-22 00:08:00,2025-04-14,Internet Banking,0,
955,DEV-820CA25B2E8F4FA9A2BEA880788A566A,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,15,6.0.0,Active,1,192.168.236.152,Berhampur,2024-12-22 05:11:00,2022-03-13,Mobile App,0,
701,DEV-0E9A4A1E15D34FA9857D9821634C3928,iPhone 12,iPhone,iPhone 12,iOS,16,5.2.0,Active,1,192.168.96.209,Sasaram,2022-11-03 11:59:00,2022-08-21,Mobile App,0,
697,DEV-6EEF47A274F3463D95F34A639C4134D4,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,15,5.3.1,Active,0,192.168.144.22,Khora ,2025-02-10 01:40:00,2024-11-02,Internet Banking,0,
987,DEV-74A016AF14D545EDBF987CB04D609C0E,Redmi Note 13,Android,Redmi Note 13,Android,13,5.5.2,Blocked,0,10.243.241.202,Jaipur,2026-06-11 20:39:00,2024-07-25,Mobile App,7,2026-06-11 21:47:00
37,DEV-50EC23F1174B4EF6851F2993EF7CC459,iPhone 16 Pro,iPhone,iPhone 16 Pro,iOS,17,5.2.0,Active,1,172.28.76.218,Ulhasnagar,2020-06-12 04:57:00,2020-05-26,Internet Banking,0,
61,DEV-7150347198E849448636EBF8D0E05F54,iPhone 12,iPhone,iPhone 12,iOS,16,6.0.0,Active,1,192.168.69.13,Panchkula,2025-02-22 06:45:00,2020-04-06,Mobile App,0,
272,DEV-D0B738FFA3C44B53ADC3CFB24CFFAB24,Google Pixel 8a,Android,Google Pixel 8a,Android,13,5.2.0,Active,1,192.168.83.169,Muzaffarnagar,2026-03-06 02:31:00,2024-02-19,Internet Banking,1,
666,DEV-3C3CAEDAD2FB4F56AED406DBFE7CF203,iPhone 13,iPhone,iPhone 13,iOS,18,5.2.0,Active,0,172.17.211.89,Anantapuram,2022-12-20 13:36:00,2020-12-19,Mobile App,2,
877,DEV-116B9183D7624DF2986F7B748D240D25,Vivo V30,Android,Vivo V30,Android,12,5.5.2,Active,1,172.22.39.63,Kalyan-Dombivli,2025-11-05 16:52:00,2023-02-27,Mobile App,2,
147,DEV-7947FCE3007244D19EE7D1481A921C75,Google Pixel 8,Android,Google Pixel 8,Android,14,5.3.1,Active,1,192.168.233.160,Chapra,2026-03-29 20:07:00,2022-12-01,Internet Banking,0,
981,DEV-96A3FB7BEABA41308411489C889E8ECD,iPhone 16,iPhone,iPhone 16,iOS,17,5.3.1,Active,1,172.18.181.255,Shivpuri,2026-06-08 06:11:00,2025-03-15,Mobile App,2,
991,DEV-C01547675E724EF696E476EFE0FC2335,iPhone 16,iPhone,iPhone 16,iOS,17,5.3.1,Active,1,172.22.52.250,Jamalpur,2023-10-31 16:33:00,2023-09-16,Mobile App,0,
403,DEV-C1ECD54F02FE46548013566827994567,iPhone 14,iPhone,iPhone 14,iOS,16,5.2.0,Blocked,0,192.168.243.50,Farrukhabad,2023-04-05 05:29:00,2023-02-27,Mobile App,6,2023-04-05 06:24:00
647,DEV-43133B12BFF94180A9981BD58F8C5EB7,Samsung Galaxy S24,Android,Samsung Galaxy S24,Android,15,6.0.0,Active,1,10.182.133.132,Bokaro,2026-06-24 04:06:00,2026-06-05,Internet Banking,0,
605,DEV-09ABA28BBA3C49FD8D272E813A007C58,iPhone 15 Pro,iPhone,iPhone 15 Pro,iOS,17,5.5.2,Active,1,10.152.155.242,Saharsa,2026-04-26 16:41:00,2025-11-15,Mobile App,0,
577,DEV-22A4F2DB4AFA427EBCD594332D3575A8,Firefox,Web,Firefox,Ubuntu,11,5.4.0,Active,1,172.18.27.128,Bidhannagar,2022-12-25 21:58:00,2021-11-20,Internet Banking,0,
310,DEV-DC010276A3F94A0B87A6F78B0347C557,OnePlus Nord CE 4,Android,OnePlus Nord CE 4,Android,14,6.0.0,Blocked,0,172.16.184.211,Katihar,2026-01-02 06:26:00,2021-05-16,Mobile App,5,2026-01-02 07:56:00
869,DEV-AF13B0120D14475FAF94B897BE140D86,Chrome Browser,Web,Chrome Browser,Windows 10,12,5.4.0,Active,1,192.168.140.154,Bhopal,2023-07-03 13:01:00,2021-07-25,Mobile App,0,
762,DEV-0DD364F363F84A249ADBF1B074943DF6,Safari,Web,Safari,Ubuntu,11,6.0.0,Active,0,172.26.155.107,Burhanpur,2023-02-18 07:19:00,2022-09-05,Mobile App,2,
431,DEV-1956C1FABFA24DDB9C949D8385867F88,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,13,5.1.0,Active,1,192.168.103.61,Jaunpur,2021-12-26 15:22:00,2020-02-10,Mobile App,0,
383,DEV-1EE04BFF225E4E72BE9DC0316ADF3609,Samsung Galaxy M35,Android,Samsung Galaxy M35,Android,14,6.0.0,Active,1,10.173.42.125,Navi Mumbai,2026-05-03 14:29:00,2022-04-06,Mobile App,0,
824,DEV-57ED4EC2B5E247068776569CAFAAEFF9,Safari,Web,Safari,Ubuntu,10,6.0.0,Active,1,192.168.137.8,Morbi,2026-06-07 04:47:00,2025-11-21,Internet Banking,0,
286,DEV-7010745B2379497282362DDF21C52717,iPhone 14,iPhone,iPhone 14,iOS,16,5.5.2,Active,1,10.62.86.48,Indore,2026-04-07 14:39:00,2024-05-05,Mobile App,0,
223,DEV-9C1531A2A3534C638CC8E85AA3FD91A5,Google Pixel 8a,Android,Google Pixel 8a,Android,14,5.3.1,Active,1,172.24.119.4,Ulhasnagar,2025-10-14 04:11:00,2022-04-17,Internet Banking,1,
762,DEV-2FC7389FEF734CEA8F812368E10254EA,iPhone 16,iPhone,iPhone 16,iOS,18,5.4.0,Active,1,172.16.128.198,Singrauli,2025-11-18 08:53:00,2024-12-14,Internet Banking,0,
6,DEV-392B40117E374DD2A316BA655254F0E0,Nothing Phone 2,Android,Nothing Phone 2,Android,13,5.4.0,Active,1,172.27.153.111,Shimla,2025-08-04 21:53:00,2025-01-14,Mobile App,0,
82,DEV-C501CF602E354ADFA9563CF7D86E4914,Redmi Note 13,Android,Redmi Note 13,Android,12,5.2.0,Active,1,172.29.52.157,Bihar Sharif,2026-04-23 17:06:00,2025-05-01,Branch,0,
687,DEV-42744268D77348B186CDD7EA0F4EECDD,Google Pixel 8a,Android,Google Pixel 8a,Android,15,5.1.0,Active,1,172.27.92.139,Bahraich,2025-11-03 02:01:00,2025-08-01,Mobile App,0,
903,DEV-5701BF0D1A254B7CA495779813AB6DF0,iPhone 15 Pro,iPhone,iPhone 15 Pro,iOS,16,5.4.0,Active,1,10.98.68.1,Anand,2025-03-13 23:31:00,2021-11-28,Mobile App,0,
627,DEV-9A1C1ABAE29A4AC7AFE8CEE77A0CEB19,Nothing Phone 2,Android,Nothing Phone 2,Android,13,5.2.0,Active,1,172.25.51.41,Kumbakonam,2021-12-09 18:13:00,2020-02-20,Mobile App,0,
9,DEV-B6797EC7716146A7B2C564965A451B16,Samsung Galaxy A55,Android,Samsung Galaxy A55,Android,12,5.3.1,Inactive,1,10.248.215.255,Raebareli,2023-06-11 12:08:00,2021-08-24,Mobile App,0,
