merchant_code,merchant_name,merchant_category,merchant_type,contact_number,merchant_email,gst_number,building_no,street,city,state,pincode,country,merchant_status,created_at,risk_level
MER00147,"Kumar, Mukherjee and Parekh",Travel,Business,9614956443,kumarmukherjeeandparekh147@merchant.com,998975773391ZE,596,Rai,Dharmavaram,West Bengal,283551,India,Inactive,2021-05-19,Medium
MER00148,"Prashad, Barman and Loke",Restaurant,Business,7858817960,prashadbarmanandloke148@merchant.com,124035935891ZK,486,Kapur,Ajmer,Goa,679745,India,Active,2023-02-14,Medium
MER00149,Brahmbhatt-Pandey,Utilities,Business,8058754355,brahmbhatt-pandey149@merchant.com,281048638031Z3,413,Dada Road,Mau,Jharkhand,968221,India,Active,2023-01-23,Low
MER00150,Rau LLC,Grocery,Business,7627087550,raullc150@merchant.com,621066470751Z3,812,Chakraborty Path,Buxar,Odisha,598364,India,Active,2022-06-05,Low
MER00151,"Shroff, Shroff and Anand",Restaurant,Business,9771976267,shroffshroffandanand151@merchant.com,937890328571ZG,822,Sathe Street,Ratlam,Bihar,000549,India,Active,2023-08-02,Low
MER00152,Solanki LLC,Grocery,Individual,9772457461,solankillc152@merchant.com,951717669571ZE,696,Ahuja Marg,Jamalpur,Karnataka,161957,India,Active,2025-06-03,Low
MER00153,Bandi LLC,Restaurant,Business,7522276124,bandillc153@merchant.com,933680237421ZV,511,Sanghvi Zila,Sagar,Tripura,668276,India,Active,2018-02-25,Medium
MER00154,Narayan-Hora,Grocery,Business,8735441466,narayan-hora154@merchant.com,319640164741ZP,884,Singhal Road,Bongaigaon,Tamil Nadu,303089,India,Active,2022-05-19,Low
MER00155,Bhatia and Sons,Education,Corporate,8359291756,bhatiaandsons155@merchant.com,344016177491ZM,505,Munshi Street,Eluru,Himachal Pradesh,936684,India,Active,2018-03-09,Medium
MER00156,Lad-Buch,Travel,Corporate,9396449211,lad-buch156@merchant.com,145840952471ZX,796,Acharya,Mira-Bhayandar,Odisha,028181,India,Active,2021-10-28,Low
MER00157,Rajagopal LLC,E-commerce,Business,8492172796,rajagopalllc157@merchant.com,487463653041ZJ,188,Swaminathan Nagar,Katihar,Odisha,832193,India,Active,2020-01-26,Low
MER00158,Atwal LLC,Entertainment,Individual,7202714296,atwalllc158@merchant.com,708923875391ZX,784,Chhabra,Vijayanagaram,Tripura,095368,India,Active,2019-06-18,Low
MER00159,Gupta-Samra,Education,Business,7177949492,gupta-samra159@merchant.com,607985774821ZC,640,Seshadri Road,Jamalpur,Madhya Pradesh,586796,India,Active,2021-07-25,Low
MER00160,Naik-Joshi,Travel,Corporate,8353449832,naik-joshi160@merchant.com,451346658831ZF,807,Das Ganj,Mathura,West Bengal,234816,India,Active,2022-05-23,Low
MER00161,Mukherjee-Shroff,E-commerce,Individual,7646656889,mukherjee-shroff161@merchant.com,374878395071ZM,289,Swaminathan Marg,Singrauli,Uttarakhand,128880,India,Active,2022-11-13,Low
MER00162,Andra Group,Retail,Business,7610593267,andragroup162@merchant.com,475418416621ZV,963,Som Road,Raurkela Industrial Township,Kerala,361130,India,Active,2023-08-03,Low
MER00163,Grover Ltd,Restaurant,Business,7166943553,groverltd163@merchant.com,948299716371ZK,464,Dugar Nagar,Allahabad,Manipur,112663,India,Active,2023-08-02,Low
MER00164,Bath Ltd,Education,Corporate,9239437814,bathltd164@merchant.com,204492677681Z4,252,Barman Road,Bidar,Mizoram,275147,India,Active,2022-06-05,Medium
MER00165,Bera-Misra,Education,Individual,7677142805,bera-misra165@merchant.com,831949160121ZW,962,Desai Circle,Buxar,Goa,459849,India,Active,2018-07-22,Low
MER00166,Merchant-Kala,Fuel,Corporate,7933733391,merchant-kala166@merchant.com,564556217621Z2,734,Sinha Zila,Jammu,Manipur,878216,India,Active,2020-11-22,Low
MER00167,"Chanda, Patla and Gola",Utilities,Business,8048996153,chandapatlaandgola167@merchant.com,531845759731ZR,656,Kota Road,Phusro,Kerala,340915,India,Active,2022-07-09,Low
MER00168,"Hari, Roy and Narasimhan",Restaurant,Business,7623472296,hariroyandnarasimhan168@merchant.com,583991902951ZG,261,Chanda Circle,Pune,Mizoram,187452,India,Active,2023-05-05,Low
MER00169,Andra Group,Fuel,Corporate,8445525429,andragroup169@merchant.com,711877208581ZI,992,Shroff Zila,Salem,Madhya Pradesh,505545,India,Active,2025-08-01,Medium
MER00170,"Wason, Mani and Balakrishnan",Retail,Business,9174040150,wasonmaniandbalakrishnan170@merchant.com,704386731181ZS,934,Divan Chowk,Nagaon,Uttarakhand,628038,India,Active,2018-05-20,Medium
MER00171,Savant Inc,Restaurant,Business,8704245996,savantinc171@merchant.com,367428684771ZF,817,Gokhale Ganj,Bellary,Karnataka,604156,India,Active,2021-03-15,Low
MER00172,"Pathak, Dewan and Dash",Healthcare,Business,7544738916,pathakdewananddash172@merchant.com,636432952991ZP,854,Sama Street,Tadipatri,Chhattisgarh,868516,India,Active,2023-11-25,Low
MER00173,Pall-Bala,Healthcare,Business,7110663147,pall-bala173@merchant.com,945915217461ZF,889,Rana Street,Patna,Assam,779863,India,Active,2020-06-15,Low
MER00174,"Panchal, Kara and Arora",Grocery,Business,7616691946,panchalkaraandarora174@merchant.com,605691844241Z0,608,Suresh Road,Ghaziabad,Chhattisgarh,383491,India,Active,2018-11-25,Medium
MER00175,Natarajan-Narang,E-commerce,Business,8926060871,natarajan-narang175@merchant.com,351394385461Z2,221,Amble Chowk,Bhilwara,Odisha,410312,India,Active,2026-02-26,Low
MER00176,Tak-Bakshi,Utilities,Business,7722576245,tak-bakshi176@merchant.com,958628873341ZN,191,Issac Road,Suryapet,Tamil Nadu,753944,India,Active,2022-10-27,Medium
MER00177,Bail and Sons,Utilities,Business,8729597458,bailandsons177@merchant.com,442653498741ZR,613,Bhagat Nagar,Malda,Jharkhand,055437,India,Active,2023-07-05,Low
MER00178,Ramanathan-Mane,Travel,Business,8422403132,ramanathan-mane178@merchant.com,559486748961Z2,629,Chhabra Ganj,Surendranagar Dudhrej,West Bengal,838696,India,Active,2024-11-16,Low
MER00179,Deshmukh Group,Utilities,Individual,8828152085,deshmukhgroup179@merchant.com,546481780201ZT,431,Shetty Circle,Solapur,Gujarat,028315,India,Active,2019-01-29,Low
MER00180,"Pingle, Jain and Kar",Restaurant,Business,7271846080,pinglejainandkar180@merchant.com,953093041041ZW,602,Gole Road,Ulhasnagar,Haryana,583231,India,Active,2020-11-01,Low
MER00181,"Keer, Barad and Ratta",Retail,Corporate,8044258205,keerbaradandratta181@merchant.com,254165810661Z0,518,Pau Nagar,Bhagalpur,Himachal Pradesh,925533,India,Active,2026-04-23,Low
MER00182,Ganesh-Dugal,Utilities,Individual,7080544794,ganesh-dugal182@merchant.com,675587064841ZD,608,Dada Circle,Jalandhar,Manipur,506373,India,Active,2019-10-22,Medium
MER00183,Prakash-Dar,Entertainment,Business,8268785907,prakash-dar183@merchant.com,669389591611ZM,896,Sharma Zila,Kollam,Nagaland,044056,India,Active,2023-11-24,Medium
MER00184,Divan Ltd,Grocery,Business,9734093383,divanltd184@merchant.com,275201694831ZL,346,Bandi Circle,Gulbarga,Assam,662385,India,Active,2020-10-26,Low
MER00185,Basu-Das,Grocery,Business,8412045906,basu-das185@merchant.com,418720967021Z7,660,Sura Nagar,Khora ,Kerala,681402,India,Active,2021-11-21,Medium
MER00186,"Cherian, Sandhu and Borde",Restaurant,Business,9521719855,cheriansandhuandborde186@merchant.com,797971960641ZK,354,Sinha,Kulti,Manipur,164781,India,Active,2020-09-12,Medium
MER00187,"Cheema, Biswas and Kannan",Travel,Business,9876213219,cheemabiswasandkannan187@merchant.com,647275617301Z3,128,Nayak Ganj,Thiruvananthapuram,Tripura,024520,India,Active,2023-03-18,Low
MER00188,"Madan, Master and Kari",Grocery,Business,8322155152,madanmasterandkari188@merchant.com,189935308101ZK,156,Divan Road,Vadodara,Tamil Nadu,592742,India,Active,2020-03-29,High
MER00189,"Raghavan, Mander and Butala",E-commerce,Business,8942310866,raghavanmanderandbutala189@merchant.com,644121264991ZC,289,Bhakta Ganj,Pallavaram,Tamil Nadu,752719,India,Active,2019-01-24,Low
MER00190,"Mohan, Ghose and Dube",Travel,Business,7473224961,mohanghoseanddube190@merchant.com,881970540741ZP,331,Mandal,Durg,Himachal Pradesh,474411,India,Active,2025-06-09,Medium
MER00191,"Walla, Vasa and Hora",Healthcare,Business,8675339407,wallavasaandhora191@merchant.com,386193446591ZU,972,Ranganathan Street,Bharatpur,Tripura,442063,India,Active,2024-09-25,Medium
MER00192,Balan Inc,Grocery,Business,7908881858,balaninc192@merchant.com,764435785231ZZ,580,Deo Marg,Ulhasnagar,Chhattisgarh,692362,India,Active,2018-04-22,Low
MER00193,Khalsa-Hora,Education,Corporate,8391675403,khalsa-hora193@merchant.com,104445118991ZE,666,Chander Ganj,Jammu,Haryana,169717,India,Active,2023-06-02,Low
MER00194,Pandit-Handa,Healthcare,Business,9325751524,pandit-handa194@merchant.com,363044773261ZL,876,Chawla Road,Chinsurah,Gujarat,574837,India,Blocked,2025-10-07,Low
MER00195,Bobal-Singh,Healthcare,Individual,9009720580,bobal-singh195@merchant.com,756873580281ZD,725,Bali Street,South Dumdum,Karnataka,717859,India,Active,2025-11-20,Medium
MER00196,Gaba-Sunder,Healthcare,Business,9212770779,gaba-sunder196@merchant.com,398108007321ZL,508,Bawa Street,Surat,Assam,814617,India,Active,2022-12-05,Medium
MER00197,Thakur PLC,Restaurant,Business,7362073540,thakurplc197@merchant.com,346020351231ZA,498,Sachdev,Haldia,Chhattisgarh,709670,India,Active,2018-03-19,Low
MER00198,Datta PLC,E-commerce,Business,9493012934,dattaplc198@merchant.com,935525459031ZC,372,Bumb Chowk,Sri Ganganagar,Jharkhand,083278,India,Active,2018-05-03,Low
MER00199,"Gour, Kar and Loyal",Grocery,Business,8466294376,gourkarandloyal199@merchant.com,308308860521Z4,932,Ratti Nagar,Danapur,Manipur,819088,India,Active,2018-02-03,Low
MER00200,Borde-Raja,Grocery,Individual,7122943197,borde-raja200@merchant.com,178774585181ZN,842,Din,Berhampore,Tamil Nadu,567738,India,Active,2022-07-12,Medium
MER00201,Borde-Gade,Grocery,Corporate,9721544998,borde-gade201@merchant.com,363039133671ZR,358,Khanna Zila,Morbi,Punjab,936940,India,Active,2022-02-12,Low
MER00202,Koshy-Batta,Grocery,Individual,8575330990,koshy-batta202@merchant.com,353016442651Z2,883,Parmar Path,Pimpri-Chinchwad,Punjab,319887,India,Active,2025-12-28,Low
MER00203,"Brar, De and Dora",Fuel,Business,7677629367,brardeanddora203@merchant.com,732242860681ZA,436,Kalla Zila,Dibrugarh,Punjab,703210,India,Active,2020-01-06,Low
MER00204,Devan-Kari,Restaurant,Individual,7022677741,devan-kari204@merchant.com,203377113681ZU,65,Nayak Zila,Thiruvananthapuram,Sikkim,668304,India,Active,2021-07-26,Low
MER00205,Lalla PLC,Restaurant,Business,8813771255,lallaplc205@merchant.com,456455052741ZM,536,Bajaj Marg,Sambalpur,Odisha,741944,India,Active,2019-06-25,Low
MER00206,Chander PLC,Healthcare,Business,9889270162,chanderplc206@merchant.com,955431332441ZU,468,Chokshi Circle,Howrah,Punjab,886695,India,Active,2026-06-08,Low
MER00207,Mand PLC,Utilities,Business,9375376351,mandplc207@merchant.com,695531520571Z9,137,Ramachandran,Madanapalle,Himachal Pradesh,336386,India,Active,2026-03-18,Medium
MER00208,Mall LLC,E-commerce,Business,7008652754,mallllc208@merchant.com,969369266671ZZ,207,Manda Road,Karimnagar,Rajasthan,254624,India,Active,2024-12-17,Low
MER00209,"Basak, Konda and Mandal",Entertainment,Business,7799761304,basakkondaandmandal209@merchant.com,535250864051ZB,981,Sanghvi Ganj,Avadi,Manipur,020903,India,Active,2023-12-09,Low
MER00210,Choudhary-Upadhyay,E-commerce,Corporate,9987128148,choudhary-upadhyay210@merchant.com,293522455141ZP,81,Pradhan,Sirsa,Madhya Pradesh,276588,India,Inactive,2018-01-19,Low
MER00211,Chandra-Mani,Healthcare,Individual,8084827946,chandra-mani211@merchant.com,516067474611ZL,815,Misra Chowk,Mumbai,Bihar,266360,India,Active,2023-01-17,Low
MER00212,Ramachandran-Bahl,Travel,Business,9949249933,ramachandran-bahl212@merchant.com,295102118891Z8,507,Rastogi Path,Indore,Kerala,372548,India,Active,2019-05-23,Low
MER00213,"Sandal, Batra and Sodhi",E-commerce,Individual,7298778025,sandalbatraandsodhi213@merchant.com,576120472341Z0,460,Barad Nagar,Begusarai,Assam,018829,India,Active,2023-10-27,Medium
MER00214,Dugal-Batta,Healthcare,Individual,9458842543,dugal-batta214@merchant.com,961921326081ZK,51,Rau Marg,Ujjain,Bihar,302907,India,Active,2019-10-16,Low
MER00215,"Patla, Karpe and Mammen",E-commerce,Business,9587480272,patlakarpeandmammen215@merchant.com,199659993511ZU,661,Yogi,Vellore,Himachal Pradesh,760566,India,Active,2025-08-07,Low
MER00216,Dewan-Kala,Travel,Business,8924714810,dewan-kala216@merchant.com,734225490911ZT,740,Borde Ganj,Ambala,Chhattisgarh,716591,India,Active,2025-11-30,Low
MER00217,"Balan, Narang and Grewal",Utilities,Business,7620051463,balannarangandgrewal217@merchant.com,384356371331ZQ,159,Mannan Ganj,Chinsurah,Chhattisgarh,760621,India,Active,2018-12-22,Low
MER00218,Nazareth-Nair,Retail,Corporate,8623251711,nazareth-nair218@merchant.com,402383652291ZP,616,Sharma Zila,Karawal Nagar,Punjab,372998,India,Active,2023-05-05,Low
MER00219,Yogi-Seshadri,Healthcare,Business,9688093061,yogi-seshadri219@merchant.com,186942672551ZL,683,Contractor Circle,Tiruvottiyur,Andhra Pradesh,122655,India,Active,2019-12-18,Low
MER00220,Ram-Warrior,Grocery,Business,7082568922,ram-warrior220@merchant.com,947132742211ZW,133,Arya Nagar,Bhiwani,Uttar Pradesh,294910,India,Active,2021-08-22,Low
MER00221,"Parmar, Kuruvilla and Pall",E-commerce,Business,9097102221,parmarkuruvillaandpall221@merchant.com,883970700101ZB,456,Ben Ganj,Khandwa,Maharashtra,836698,India,Active,2019-06-12,Low
MER00222,"Bath, Vaidya and Zachariah",E-commerce,Business,9751690270,bathvaidyaandzachariah222@merchant.com,609278128941Z0,212,Bobal Road,Katni,Meghalaya,144996,India,Active,2018-11-30,Medium
MER00223,Ranganathan Ltd,Healthcare,Corporate,9361637270,ranganathanltd223@merchant.com,574606992241Z2,35,Dhaliwal,Rajkot,Manipur,953832,India,Active,2026-06-26,Medium
MER00224,"Luthra, Keer and Dhingra",Grocery,Individual,8881325810,luthrakeeranddhingra224@merchant.com,336146801231ZY,434,Randhawa Marg,Bhalswa Jahangir Pur,West Bengal,009048,India,Active,2018-05-06,Low
MER00225,Hayer-Pal,Travel,Business,7794015818,hayer-pal225@merchant.com,862704119381ZK,457,Vyas Nagar,Mathura,Nagaland,360897,India,Active,2019-11-08,Low
MER00226,Guha Ltd,Grocery,Business,7011820219,guhaltd226@merchant.com,222541736291ZQ,743,Kakar Zila,Hubli–Dharwad,Sikkim,883138,India,Active,2023-11-16,Medium
MER00227,Parikh-Magar,Fuel,Corporate,9763099859,parikh-magar227@merchant.com,406801300651ZX,681,Barad Street,Pudukkottai,Kerala,521878,India,Active,2024-09-13,Low
MER00228,Bobal-Kumar,Grocery,Business,7951882899,bobal-kumar228@merchant.com,365706292191ZO,420,Datta Chowk,Nagercoil,Uttarakhand,253113,India,Active,2023-07-03,Low
MER00229,"Nazareth, Vala and Vig",Restaurant,Corporate,7895056943,nazarethvalaandvig229@merchant.com,728207187431ZM,590,Bobal Marg,Dewas,Maharashtra,265918,India,Active,2022-10-04,Medium
MER00230,Sami-Pau,Healthcare,Business,9218437676,sami-pau230@merchant.com,538967500301ZZ,340,Pau Street,Dharmavaram,Manipur,472331,India,Active,2021-05-02,Low
MER00231,"Shere, Nanda and Bath",Grocery,Business,8577769834,sherenandaandbath231@merchant.com,268511645211ZO,355,Varkey Road,Farrukhabad,Jharkhand,615444,India,Active,2023-06-06,Low
MER00232,Kapadia-Dhawan,E-commerce,Business,8018654588,kapadia-dhawan232@merchant.com,615006969991ZV,5,Dhaliwal Circle,Allahabad,West Bengal,862414,India,Active,2023-06-29,Low
MER00233,Om-Bhardwaj,Travel,Business,7704848760,om-bhardwaj233@merchant.com,335517385021ZC,772,Borah Zila,Haridwar,Kerala,889648,India,Active,2018-05-23,High
MER00234,Thaker Group,Travel,Business,8225765443,thakergroup234@merchant.com,363315641311ZT,484,Khatri Ganj,Tiruppur,Goa,237311,India,Active,2022-12-22,Low
MER00235,Iyengar Ltd,Utilities,Business,9399129808,iyengarltd235@merchant.com,523251122411ZC,432,Bail Path,Sonipat,Bihar,304123,India,Active,2024-05-12,Low
MER00236,"Wali, Mistry and Narayan",Education,Business,8832617847,walimistryandnarayan236@merchant.com,993528054741ZH,196,Raju Circle,Danapur,Gujarat,411931,India,Active,2023-02-08,Low
MER00237,Lal and Sons,Restaurant,Individual,9979615282,lalandsons237@merchant.com,846332083531ZR,846,Sehgal Path,Junagadh,Himachal Pradesh,499387,India,Active,2019-04-18,Low
MER00238,"Gandhi, Andra and Sundaram",Retail,Business,7361172023,gandhiandraandsundaram238@merchant.com,993179453801ZT,564,Aggarwal Street,Tadepalligudem,Mizoram,116368,India,Active,2019-03-24,Low
MER00239,Deol-Rege,Retail,Business,8948487449,deol-rege239@merchant.com,998205666321ZB,949,Ramanathan Chowk,Howrah,Mizoram,330510,India,Active,2022-04-15,Low
MER00240,"Kadakia, Padmanabhan and Sen",Education,Individual,7850104026,kadakiapadmanabhanandsen240@merchant.com,784588112941ZP,734,Mukhopadhyay Marg,Rampur,Sikkim,314772,India,Active,2018-12-05,Low
MER00241,Dada PLC,Travel,Business,8750800158,dadaplc241@merchant.com,657834683741ZV,724,Dash Road,Hyderabad,Uttarakhand,173351,India,Active,2026-03-14,Low
MER00242,Kaur and Sons,Entertainment,Individual,7979160040,kaurandsons242@merchant.com,383276310991Z6,597,Goswami Street,Bhalswa Jahangir Pur,Mizoram,297541,India,Active,2023-07-22,Low
MER00243,Hari Inc,Retail,Individual,7981881220,hariinc243@merchant.com,207764909491ZY,535,Kalita Street,Noida,Nagaland,866513,India,Active,2020-04-11,Low
MER00244,Bora Inc,Travel,Business,8251646006,borainc244@merchant.com,167572058231ZN,551,Ravel,Kollam,Uttar Pradesh,006537,India,Active,2026-06-19,High
MER00245,Dhar-Bose,Travel,Corporate,9921970686,dhar-bose245@merchant.com,868637586321ZR,491,Pillay Ganj,Machilipatnam,Odisha,509026,India,Active,2022-02-15,Low
MER00246,"Garg, Misra and Parsa",Grocery,Corporate,7875725245,gargmisraandparsa246@merchant.com,313381954351ZM,364,Chander Nagar,Eluru,Telangana,012906,India,Active,2018-10-08,Low
MER00247,"Dugal, Gupta and Saxena",Entertainment,Business,9196532467,dugalguptaandsaxena247@merchant.com,307540366951ZF,720,Ravel Circle,Dhanbad,Meghalaya,296408,India,Active,2025-11-28,Low
MER00248,Sama-Balan,E-commerce,Business,9901242694,sama-balan248@merchant.com,128977478961ZI,216,Parmar Chowk,Aurangabad,Meghalaya,027291,India,Active,2022-02-10,Low
MER00249,"Setty, Lata and Buch",Grocery,Individual,7448906642,settylataandbuch249@merchant.com,914619119321Z3,616,Kota Zila,Adoni,Madhya Pradesh,605909,India,Active,2024-04-18,Low
MER00250,"Nadig, Bajaj and Soni",Grocery,Corporate,7569997149,nadigbajajandsoni250@merchant.com,659887214511ZN,982,Hayer Ganj,Mathura,Telangana,641040,India,Active,2018-07-29,Low
MER00251,Sen-Deshmukh,Restaurant,Business,8039461755,sen-deshmukh251@merchant.com,861208124261Z8,94,Ratta Marg,Bhopal,Madhya Pradesh,727080,India,Active,2021-09-07,Low
MER00252,"Kari, Doctor and Karan",Restaurant,Individual,7978178349,karidoctorandkaran252@merchant.com,311341935171ZJ,256,Kar Road,Moradabad,Goa,037417,India,Active,2026-04-25,Low
MER00253,Brahmbhatt-Rattan,Restaurant,Individual,7724533501,brahmbhatt-rattan253@merchant.com,233869092151ZC,124,Manne Circle,Sambalpur,Nagaland,929782,India,Active,2019-11-04,Low
MER00254,"Sundaram, Kota and Atwal",Education,Business,7682997980,sundaramkotaandatwal254@merchant.com,414365115201ZF,299,Dani Marg,Bahraich,Gujarat,002222,India,Active,2019-01-04,Low
MER00255,Batra-Dugal,Restaurant,Business,8300949419,batra-dugal255@merchant.com,692145289551ZB,2,Wadhwa,Darbhanga,Telangana,368104,India,Active,2022-07-27,Low
MER00256,Sha-Sama,Utilities,Business,9444129886,sha-sama256@merchant.com,141560992341ZR,641,Brahmbhatt Ganj,Malda,Assam,283907,India,Active,2024-07-27,Medium
MER00257,Tandon and Sons,E-commerce,Individual,9450906709,tandonandsons257@merchant.com,746307101841Z2,466,Goda Ganj,Rohtak,Punjab,070798,India,Active,2020-10-10,Low
MER00258,"Chauhan, Parekh and Deshpande",Fuel,Business,8309744940,chauhanparekhanddeshpande258@merchant.com,696527261621ZI,46,Subramanian Chowk,Pondicherry,Arunachal Pradesh,792750,India,Active,2021-11-30,Low
MER00259,"Prakash, Samra and Nagi",Retail,Business,8341528117,prakashsamraandnagi259@merchant.com,965470112011ZW,117,Joshi Nagar,Agartala,West Bengal,595957,India,Active,2019-03-21,Medium
MER00260,Tara-Chahal,Retail,Business,7545485561,tara-chahal260@merchant.com,803953796121ZW,719,Dayal Path,Bardhaman,Assam,918140,India,Active,2022-12-27,Medium
MER00261,"Patla, Vyas and Agrawal",Fuel,Business,8656832414,patlavyasandagrawal261@merchant.com,117281038431Z3,42,Vasa Road,Gorakhpur,Meghalaya,427642,India,Active,2025-02-12,Low
MER00262,"Bansal, Bhat and Bhasin",Restaurant,Business,9140109338,bansalbhatandbhasin262@merchant.com,376598602931Z0,341,Kant Path,Gwalior,Jharkhand,199003,India,Active,2023-05-13,Low
MER00263,Krish-Venkatesh,Grocery,Business,7928416735,krish-venkatesh263@merchant.com,994743394041ZL,84,Virk Marg,Rewa,Rajasthan,405317,India,Blocked,2025-06-11,Low
MER00264,Ahuja Group,Restaurant,Business,9325619649,ahujagroup264@merchant.com,314252781001ZM,429,Thaman Circle,Ballia,Uttar Pradesh,576977,India,Active,2025-09-02,Low
MER00265,Bhavsar-Hayer,Restaurant,Individual,7575020954,bhavsar-hayer265@merchant.com,206201829671ZJ,674,Gokhale Street,Secunderabad,Haryana,219857,India,Active,2022-01-09,Low
MER00266,Garde-Contractor,E-commerce,Business,7825412061,garde-contractor266@merchant.com,241251984721Z8,457,Bhavsar,Kakinada,Bihar,278316,India,Blocked,2025-02-13,Low
MER00267,"Jhaveri, Wali and Butala",E-commerce,Corporate,9382083676,jhaveriwaliandbutala267@merchant.com,238762077111ZA,910,Bhatt,Kamarhati,Gujarat,435708,India,Active,2018-11-03,Low
MER00268,"Sant, Gokhale and Chakraborty",Travel,Individual,8261937789,santgokhaleandchakraborty268@merchant.com,729049726361Z5,853,Khalsa Circle,Vijayawada,Gujarat,809833,India,Active,2024-03-11,Medium
MER00269,"Sarin, Ram and Warrior",Utilities,Business,9119500121,sarinramandwarrior269@merchant.com,244579215881ZQ,733,Bhargava Ganj,Mirzapur,Jharkhand,454906,India,Active,2023-04-14,Low
MER00270,Dayal-More,Retail,Corporate,8285859371,dayal-more270@merchant.com,131187384981Z8,544,Narula,Ulhasnagar,Punjab,158215,India,Active,2026-01-07,Medium
MER00271,"Majumdar, Kalita and Sastry",Education,Business,9596968435,majumdarkalitaandsastry271@merchant.com,642187287741Z3,36,Bajwa Nagar,Jamshedpur,Punjab,289428,India,Active,2024-03-21,Low
MER00272,Anand-Johal,E-commerce,Business,7341213533,anand-johal272@merchant.com,774844572961Z0,790,Sidhu Path,Jehanabad,Bihar,884715,India,Active,2021-07-05,Medium
MER00273,Mandal Group,Retail,Individual,8047468899,mandalgroup273@merchant.com,621360977661ZZ,692,Bora Street,Bhopal,Telangana,066810,India,Active,2023-11-13,Low
MER00274,"Halder, Mannan and Karan",Fuel,Individual,9488289252,haldermannanandkaran274@merchant.com,427736749641ZU,120,Sarraf Street,Bhavnagar,Sikkim,909887,India,Active,2025-08-10,Low
MER00275,Atwal-Chaudhuri,Retail,Business,8883674176,atwal-chaudhuri275@merchant.com,213764363701Z4,528,Iyer,Kulti,Bihar,544769,India,Active,2020-06-10,Low
MER00276,Ramaswamy LLC,Travel,Business,8369840576,ramaswamyllc276@merchant.com,433044029761ZV,6,Goda Nagar,Kalyan-Dombivli,West Bengal,389819,India,Active,2023-10-18,Low
MER00277,"Dhawan, Kara and Gera",Travel,Individual,9836747503,dhawankaraandgera277@merchant.com,522948729531Z7,739,Modi Circle,Siwan,Kerala,634332,India,Active,2024-12-19,Low
MER00278,Bhalla LLC,Grocery,Business,7538189494,bhallallc278@merchant.com,743781201841ZK,947,Merchant Street,Raichur,Rajasthan,213122,India,Active,2026-04-23,Low
MER00279,Chahal-Narula,Utilities,Individual,9086389625,chahal-narula279@merchant.com,195298683371ZJ,359,Sahni Chowk,Raebareli,Meghalaya,154171,India,Active,2018-09-23,Low
MER00280,Ahluwalia PLC,Healthcare,Individual,8017572214,ahluwaliaplc280@merchant.com,124197405771ZZ,366,Sen,Ghaziabad,Tripura,512706,India,Active,2023-08-28,Medium
MER00281,Nanda-Ravel,Utilities,Business,8501524056,nanda-ravel281@merchant.com,944065249581ZI,367,Chakraborty Nagar,Raipur,Uttar Pradesh,709145,India,Active,2020-10-24,Medium
MER00282,"Andra, Grewal and Som",Restaurant,Business,8601833559,andragrewalandsom282@merchant.com,203512904631ZD,135,Sengupta Chowk,Nanded,Jharkhand,738095,India,Active,2022-07-06,Low
MER00283,"Thakkar, Chhabra and Bir",Retail,Business,7274193921,thakkarchhabraandbir283@merchant.com,468866269481Z4,793,Sane Ganj,Surat,Rajasthan,893121,India,Active,2024-11-09,Low
MER00284,"Padmanabhan, Ravi and Sangha",Entertainment,Individual,9699553872,padmanabhanraviandsangha284@merchant.com,612739066471ZE,162,Halder Chowk,Mirzapur,Odisha,954667,India,Active,2020-02-01,Low
MER00285,"Kala, Borde and Patla",E-commerce,Individual,7689708143,kalabordeandpatla285@merchant.com,757919294951Z8,827,Som Chowk,Ballia,Haryana,694121,India,Active,2021-04-16,Low
MER00286,Baral-Palan,Healthcare,Business,7184858042,baral-palan286@merchant.com,816355264491ZQ,258,Bhavsar Zila,Rampur,Mizoram,754087,India,Active,2019-10-26,Low
MER00287,Soni-Chakraborty,Healthcare,Individual,9956149384,soni-chakraborty287@merchant.com,403473432091Z9,647,Dubey Marg,Davanagere,Rajasthan,326696,India,Active,2021-07-18,Medium
MER00288,Shere-Gill,Retail,Business,9242080300,shere-gill288@merchant.com,718643440351Z3,74,Dash,Medininagar,Arunachal Pradesh,449529,India,Active,2023-03-22,Low
MER00289,"Thakkar, Gokhale and Sharaf",E-commerce,Business,9318506670,thakkargokhaleandsharaf289@merchant.com,487802259691Z6,413,Warrior Zila,Tiruvottiyur,Sikkim,299196,India,Active,2021-05-02,Low
MER00290,"Keer, Sehgal and More",Retail,Business,9314299679,keersehgalandmore290@merchant.com,652100079181ZG,520,Lad Street,Visakhapatnam,Uttarakhand,079551,India,Active,2025-09-04,Low
MER00291,"Narayan, Sandal and Agrawal",Fuel,Business,7049516981,narayansandalandagrawal291@merchant.com,315661372681ZA,365,Seth Nagar,Vadodara,Telangana,080138,India,Active,2020-03-15,Medium
MER00292,"Chopra, Pandey and Saran",Grocery,Business,7664441797,choprapandeyandsaran292@merchant.com,799995040011ZI,428,Sharaf Road,Jaunpur,Sikkim,290498,India,Inactive,2020-10-06,Medium
MER00293,Yadav Inc,Grocery,Business,8412601869,yadavinc293@merchant.com,324503442411ZY,412,Taneja Path,Mango,Karnataka,206640,India,Active,2021-12-14,Medium
