account_id,reference_number,amount,transaction_type,transaction_time,transaction_status,payment_mode,transaction_location,receiver_account_id,merchant_id,device_id,ip_address,is_fraud,remarks,risk_score
189,TXN2026081634EEA243D312,200394.06,Debit,2024-01-17 20:19:10,Success,NEFT,Varanasi,,,,,0,Transaction completed successfully,9
432,TXN20260816AE2D2C2830BA,105584.16,Debit,2025-08-05 11:33:42,Success,IMPS,Noida,,259.0,1961.0,163.204.118.159,0,,16
1285,TXN202608167C9756BD845A,244165.48,Credit,2026-03-07 21:50:15,Success,Card,Delhi,,,364.0,90.18.159.219,0,Transaction completed successfully,7
95,TXN20260816523B661436AF,135443.43,Credit,2025-12-27 06:16:04,Success,Card,Hyderabad,,,886.0,64.176.49.11,0,,37
790,TXN20260816C4CFF793EF9A,142953.15,Withdrawal,2024-05-22 19:04:25,Success,UPI,Kolkata,,,570.0,19.45.198.31,0,Normal transaction,16
1302,TXN20260816F49A53B52771,158390.42,Debit,2026-03-31 00:11:57,Success,UPI,Varanasi,,,169.0,9.194.62.179,0,Normal transaction,41
1013,TXN2026081631FA3E85D0FD,178683.22,Transfer,2024-03-07 10:59:37,Success,IMPS,Delhi,213.0,,1123.0,165.93.1.89,0,Normal transaction,54
139,TXN20260816A525C0CCC826,84808.13,Deposit,2024-01-30 11:19:23,Success,IMPS,Jaipur,,,1193.0,67.163.70.171,0,,54
1183,TXN20260816494EA66DEFC6,200305.06,Transfer,2025-12-19 13:55:01,Success,UPI,Kanpur,1364.0,,245.0,143.38.249.66,0,,67
423,TXN20260816C2AFC63818A2,140457.93,Debit,2025-04-07 05:43:35,Success,IMPS,Chennai,,232.0,1878.0,155.117.242.132,0,,27
1039,TXN2026081637F56B629A51,233973.88,Debit,2025-01-13 01:31:57,Failed,Card,Varanasi,,204.0,251.0,165.77.99.250,0,Transaction completed successfully,27
1461,TXN202608160EB9ED33453A,209233.92,Transfer,2025-10-02 09:09:52,Success,UPI,Gurgaon,1083.0,,982.0,195.99.71.133,0,Normal transaction,14
1039,TXN202608161BA42BD3C2B3,187368.95,Transfer,2025-11-25 06:33:42,Success,Card,Ahmedabad,363.0,,1497.0,69.184.84.154,0,Regular customer activity,4
1263,TXN2026081609E6629600CF,178607.42,Debit,2024-09-01 11:59:22,Success,Card,Prayagraj,,,570.0,28.192.4.54,0,Normal transaction,8
737,TXN2026081680D8F52184E5,214072.44,Transfer,2026-02-22 02:51:08,Success,IMPS,Gurgaon,591.0,,360.0,178.33.83.29,0,Normal transaction,19
1186,TXN202608160D571F2AC41C,135632.82,Debit,2026-03-30 02:14:54,Pending,UPI,Prayagraj,,151.0,,,0,,49
258,TXN20260816098F8BCB5255,36477.18,Transfer,2026-03-24 17:49:45,Pending,UPI,Gurgaon,,,1516.0,216.78.247.103,0,Transaction completed successfully,47
341,TXN202608162EF7972D6566,70875.44,Debit,2026-07-31 09:41:49,Success,NEFT,Prayagraj,,,,,0,,31
885,TXN2026081677B37090A77E,58337.55,Deposit,2025-12-29 20:46:13,Success,UPI,Kolkata,,,236.0,96.30.172.174,0,Normal transaction,5
154,TXN202608163AAFD725424E,29087.65,Deposit,2025-04-23 12:33:08,Success,UPI,Mumbai,,,1128.0,126.141.33.158,0,,60
1447,TXN20260816488D05D4AD68,98111.09,Transfer,2026-06-04 14:57:26,Success,NEFT,Chennai,78.0,,,,0,Normal transaction,66
1033,TXN2026081690A7E188400A,18508.4,Transfer,2026-08-11 10:34:06,Success,Card,Prayagraj,,,694.0,20.14.137.217,0,Normal transaction,32
668,TXN2026081641824B9E7636,91591.78,Refund,2024-02-21 23:33:14,Success,UPI,Ahmedabad,,147.0,398.0,213.206.176.205,0,Regular customer activity,68
729,TXN2026081623D53B2DD8C5,15932.2,Withdrawal,2024-01-09 12:17:05,Success,Card,Pune,,,975.0,216.85.205.33,1,Unusual transaction pattern,87
1317,TXN20260816CA90FCE2C611,228247.63,Deposit,2025-12-22 01:29:24,Success,UPI,Chennai,,,1148.0,94.90.237.163,0,Transaction completed successfully,65
52,TXN20260816A66F03FB5CC0,104633.22,Debit,2026-06-28 23:52:22,Success,NEFT,Noida,,193.0,,,0,Regular customer activity,12
566,TXN20260816D3003D84FE13,125113.48,Credit,2024-12-30 01:14:54,Success,UPI,Bangalore,,129.0,1604.0,108.148.149.123,0,,49
885,TXN2026081666DDF9748E5F,91874.45,Deposit,2024-08-15 21:28:57,Failed,UPI,Hyderabad,,,1269.0,51.75.98.117,0,Regular customer activity,10
1026,TXN20260816E0F8C072B854,76258.28,Transfer,2024-07-02 20:49:00,Success,UPI,Noida,493.0,,184.0,10.154.44.232,0,,5
1115,TXN20260816BFD9AA6147A6,62109.21,Credit,2024-12-08 12:52:45,Success,Cheque,Mumbai,,149.0,,,0,,8
321,TXN2026081668F9AE8C07ED,84528.75,Refund,2024-01-08 13:58:04,Pending,IMPS,Bangalore,,1.0,201.0,106.124.31.248,0,,44
1360,TXN2026081600E044461452,227837.43,Debit,2024-10-14 08:14:03,Success,UPI,Ahmedabad,,233.0,,,0,,55
1017,TXN2026081672CBEC5A1B5B,64939.08,Credit,2024-02-01 01:29:22,Success,UPI,Bangalore,,264.0,625.0,82.59.24.122,0,Transaction completed successfully,33
292,TXN202608160EE0131C312D,113103.71,Withdrawal,2026-01-05 11:54:43,Success,Card,Pune,,,1014.0,98.6.132.218,0,Regular customer activity,64
147,TXN20260816DBC19F1ED60E,78611.48,Debit,2024-06-11 11:00:54,Success,UPI,Kanpur,,,385.0,223.9.202.77,0,Transaction completed successfully,46
1065,TXN202608167FCF1E59D95E,1307.87,Credit,2025-12-20 17:54:19,Success,IMPS,Prayagraj,,83.0,566.0,186.240.126.36,0,Transaction completed successfully,59
394,TXN20260816442EE8E80E3C,160417.42,Transfer,2026-06-13 14:28:46,Success,UPI,Ahmedabad,303.0,,1642.0,71.245.46.26,0,,55
998,TXN20260816B3276E123CCF,148966.98,Debit,2026-03-24 18:57:43,Success,NEFT,Mumbai,,,,,0,,18
1403,TXN2026081608E488D09C31,246868.55,Refund,2026-06-19 02:52:28,Success,Cheque,Kolkata,,278.0,,,0,Regular customer activity,2
875,TXN20260816896AEBFB7687,86473.02,Withdrawal,2024-07-17 22:29:02,Success,RTGS,Prayagraj,,,,,0,Regular customer activity,18
976,TXN2026081622A7262C9814,29002.04,Debit,2026-07-03 05:26:16,Success,Card,Prayagraj,,,,,0,Regular customer activity,23
759,TXN2026081667634846B7AF,139535.22,Transfer,2025-02-14 07:25:29,Success,Card,Ahmedabad,96.0,,1407.0,160.236.39.156,1,Unusual transaction pattern,92
74,TXN20260816C26D8A78D792,211610.64,Debit,2024-10-09 05:53:05,Success,Net Banking,Kolkata,,255.0,,,0,Regular customer activity,46
381,TXN202608163E96047F4481,38461.2,Transfer,2024-06-21 12:50:00,Pending,NEFT,Gurgaon,1263.0,,,,0,Normal transaction,38
826,TXN202608163FB1072108C8,188086.21,Debit,2024-07-29 11:15:26,Success,Net Banking,Chennai,,,,,0,Transaction completed successfully,48
1111,TXN2026081691B114BCB7D7,207055.84,Debit,2025-06-27 12:08:41,Success,IMPS,Jaipur,,,1896.0,162.223.248.34,0,Transaction completed successfully,37
41,TXN20260816B813823027F8,132289.27,Credit,2025-02-13 21:39:24,Success,IMPS,Gurgaon,,93.0,1800.0,184.117.125.48,0,Transaction completed successfully,3
947,TXN20260816466794812465,172045.19,Credit,2024-10-17 05:28:39,Success,Net Banking,Ahmedabad,,153.0,268.0,86.209.75.32,0,Normal transaction,32
1106,TXN2026081660178F27A10B,165292.03,Transfer,2024-02-22 14:07:02,Reversed,Net Banking,Delhi,1210.0,,,,0,Transaction completed successfully,51
784,TXN20260816FCCFF59B1F57,191164.31,Debit,2024-07-04 11:38:59,Success,IMPS,Ahmedabad,,85.0,338.0,61.210.106.252,0,Normal transaction,58
1333,TXN20260816FF671E6E65E3,74694.65,Deposit,2024-04-20 23:04:10,Success,UPI,Noida,,,1728.0,219.60.161.207,0,,51
270,TXN2026081607C581FEAB6F,126141.12,Debit,2024-03-13 07:58:34,Success,Cheque,Ahmedabad,,,,,0,,15
263,TXN20260816FFEEC19C89F7,191164.69,Deposit,2025-04-09 09:40:06,Failed,NEFT,Pune,,,,,0,Transaction completed successfully,18
1052,TXN2026081686FFFFF680BA,31022.94,Credit,2025-10-31 08:54:43,Success,UPI,Hyderabad,,187.0,1424.0,206.18.0.64,0,,0
704,TXN20260816208FDDDAC983,37521.05,Deposit,2025-06-07 03:50:50,Success,NEFT,Lucknow,,,,,0,,28
131,TXN20260816662F69B56F73,119834.85,Debit,2025-03-25 21:36:51,Success,Cheque,Varanasi,,14.0,,,1,High risk transaction,71
1399,TXN202608160CADB8A2929D,37042.83,Credit,2024-01-06 12:08:00,Success,UPI,Jaipur,,144.0,487.0,102.116.73.144,0,Normal transaction,68
452,TXN20260816236BA897B923,100181.79,Refund,2024-06-23 20:47:14,Failed,Card,Hyderabad,,101.0,581.0,37.59.174.103,1,High risk transaction,90
665,TXN2026081614E55191733F,249406.37,Debit,2026-03-27 01:56:12,Success,UPI,Hyderabad,,,1698.0,20.201.119.161,0,Normal transaction,11
1254,TXN202608169E41EBDC0058,84619.27,Debit,2025-03-31 20:48:54,Success,UPI,Chennai,,58.0,,,0,,29
1446,TXN20260816F10E32EA8C9D,231355.93,Debit,2025-03-30 22:46:06,Failed,IMPS,Lucknow,,93.0,686.0,77.114.46.69,0,Regular customer activity,16
202,TXN202608166E30CB5319B0,116382.71,Withdrawal,2026-08-07 21:04:50,Success,IMPS,Jaipur,,,,,0,,54
1136,TXN20260816CE734E672326,166463.82,Debit,2024-06-29 03:37:52,Success,UPI,Ahmedabad,,215.0,924.0,181.80.13.27,0,Normal transaction,35
407,TXN20260816D06A44E4C8BD,13729.84,Debit,2024-09-24 05:24:12,Success,UPI,Gurgaon,,109.0,644.0,163.39.68.133,0,Normal transaction,27
334,TXN20260816EE522F448DB0,137181.04,Deposit,2025-05-20 11:40:18,Success,Card,Kolkata,,,319.0,159.183.145.159,0,,17
891,TXN20260816051DF45874D2,52730.28,Credit,2026-04-30 22:04:08,Success,Card,Prayagraj,,217.0,552.0,88.101.143.72,1,High risk transaction,100
1077,TXN202608165804C259A634,123780.11,Debit,2025-10-03 18:43:57,Success,UPI,Hyderabad,,,1777.0,172.145.211.4,0,Transaction completed successfully,1
332,TXN20260816B40587CBF1F8,35154.58,Deposit,2026-07-27 15:18:22,Success,Net Banking,Gurgaon,,,658.0,198.221.90.158,0,,16
992,TXN202608169E7A8FA873A0,195181.07,Debit,2025-11-16 18:37:08,Failed,Net Banking,Ahmedabad,,,505.0,116.165.196.124,0,Transaction completed successfully,19
1491,TXN202608160D4D7F4134BC,232099.24,Credit,2025-08-29 21:22:26,Success,UPI,Kanpur,,272.0,1406.0,201.35.230.10,0,,9
161,TXN20260816040F2D5A22B4,41270.37,Debit,2024-07-22 07:09:50,Success,Cash,Noida,,,,,0,,19
1196,TXN202608166CEF3FA1C0B9,223435.93,Refund,2024-06-04 04:38:39,Success,IMPS,Gurgaon,,212.0,902.0,76.155.1.6,0,Normal transaction,15
1467,TXN202608162D994083F28C,199994.84,Debit,2025-10-11 23:02:15,Success,Card,Kanpur,,,,,0,Normal transaction,12
1131,TXN20260816E27DBCCDA2CD,59810.43,Transfer,2025-05-05 00:19:55,Success,IMPS,Kanpur,,,636.0,131.244.68.74,0,Regular customer activity,11
62,TXN202608161B1E31BC7854,73259.38,Debit,2025-02-02 13:48:06,Success,UPI,Jaipur,,,,,0,Regular customer activity,15
258,TXN20260816858CBEE24744,215195.51,Credit,2026-05-08 19:01:58,Success,Net Banking,Noida,,16.0,233.0,22.198.88.113,0,Transaction completed successfully,48
1041,TXN20260816396C83FB4788,212516.67,Debit,2025-04-25 15:38:36,Success,UPI,Mumbai,,,383.0,32.254.43.146,0,,67
402,TXN2026081657AE05416003,123728.03,Debit,2026-03-13 16:16:43,Success,Card,Kolkata,,,156.0,56.224.135.170,0,Normal transaction,68
635,TXN2026081679563D84E809,159963.26,Withdrawal,2025-12-13 19:18:04,Success,UPI,Jaipur,,,1872.0,203.195.125.100,0,Normal transaction,20
894,TXN202608162522260D954C,111672.0,Debit,2026-07-18 12:51:46,Success,Card,Prayagraj,,59.0,145.0,25.203.100.5,0,Normal transaction,22
132,TXN20260816245530D7148A,137235.89,Credit,2024-02-15 14:29:14,Success,UPI,Kolkata,,,394.0,95.189.34.68,0,,29
788,TXN2026081622851E359D17,201364.9,Transfer,2026-01-12 05:53:52,Success,IMPS,Jaipur,852.0,,561.0,196.130.3.68,0,,53
518,TXN2026081693D9572937A1,123684.32,Debit,2026-05-10 04:30:42,Success,Cash,Kolkata,,172.0,,,0,Normal transaction,20
298,TXN20260816FA74654EAD9B,167045.63,Transfer,2024-03-16 00:26:42,Success,UPI,Prayagraj,1372.0,,1956.0,9.83.218.201,0,Regular customer activity,29
991,TXN20260816F4C02F8963CB,2247.7,Transfer,2025-06-18 01:16:39,Success,UPI,Mumbai,455.0,,,,0,,64
1201,TXN20260816A0178ACB56B5,237004.1,Debit,2025-02-28 13:49:06,Success,UPI,Kolkata,,,,,0,Normal transaction,1
981,TXN20260816F22F0E9B9EF3,78587.31,Credit,2025-10-18 19:14:47,Success,Net Banking,Prayagraj,,,1944.0,176.102.131.67,0,Normal transaction,4
602,TXN202608162F1F7D97DF7B,184256.97,Credit,2024-03-05 18:13:59,Success,Card,Varanasi,,,1949.0,93.183.13.129,0,,1
1366,TXN202608163C840319956B,111776.6,Transfer,2024-10-23 19:44:15,Success,NEFT,Prayagraj,1058.0,,,,0,,10
550,TXN202608162EF0E5F450AA,51929.78,Credit,2025-12-13 15:18:47,Success,Card,Prayagraj,,,304.0,99.38.6.69,0,,51
844,TXN20260816ADC8BDCEDFC8,199852.18,Debit,2025-06-03 22:28:10,Success,Card,Lucknow,,,62.0,57.198.145.248,0,,49
88,TXN202608163149AB26AF71,168226.81,Transfer,2026-05-01 12:39:46,Success,Cheque,Bangalore,281.0,,,,0,,39
1212,TXN202608162B5A7C76B2A5,197026.13,Debit,2024-06-18 16:25:29,Success,Net Banking,Pune,,222.0,1811.0,12.255.140.210,0,,9
812,TXN20260816DD08BCDDA90E,151143.09,Transfer,2025-04-17 20:41:19,Success,IMPS,Prayagraj,1199.0,,1181.0,80.239.170.129,0,,38
168,TXN2026081628030B63FEEF,10522.52,Transfer,2025-07-25 23:29:33,Success,Card,Varanasi,1189.0,,600.0,164.212.193.0,0,,11
966,TXN20260816594798437B27,10942.95,Debit,2024-04-10 21:38:08,Failed,UPI,Prayagraj,,280.0,1988.0,38.0.225.251,0,Normal transaction,46
1085,TXN202608160F516FC4204B,236412.11,Debit,2024-06-03 19:23:20,Success,Cash,Lucknow,,,,,0,,25
268,TXN202608168E8C974C579B,210474.96,Withdrawal,2024-02-22 18:08:02,Success,Card,Prayagraj,,,1318.0,38.118.158.121,0,Normal transaction,13
429,TXN202608161730ABC93E9E,103676.5,Credit,2026-05-21 21:59:49,Success,UPI,Delhi,,135.0,1925.0,17.103.125.103,0,,14
1298,TXN2026081617613D85DFFE,205805.03,Debit,2025-02-03 17:46:46,Success,Cheque,Chennai,,186.0,,,0,,15
680,TXN202608162966EA9FBD37,229409.03,Credit,2026-01-01 19:18:41,Success,UPI,Mumbai,,92.0,1899.0,60.19.246.249,0,,42
405,TXN2026081652834D1B6045,199997.11,Debit,2026-05-03 12:44:47,Failed,UPI,Jaipur,,,210.0,155.166.160.193,0,,51
54,TXN20260816F74DAF05060D,66083.61,Credit,2024-07-06 09:34:52,Success,UPI,Jaipur,,225.0,1074.0,118.69.32.156,0,,23
885,TXN2026081625A6A93B1245,66520.8,Credit,2026-06-24 01:07:49,Pending,UPI,Mumbai,,280.0,,,0,Normal transaction,39
1422,TXN20260816614F75B86B60,72303.81,Transfer,2025-10-02 11:34:50,Failed,Card,Lucknow,,,448.0,193.189.176.185,0,Normal transaction,5
1058,TXN20260816F866893DFC70,173173.64,Withdrawal,2025-04-22 00:32:38,Pending,UPI,Delhi,,,1686.0,23.92.23.55,0,Transaction completed successfully,3
328,TXN20260816576FE60D1776,834.14,Refund,2025-07-01 08:08:47,Success,Cheque,Delhi,,,,,0,,16
809,TXN20260816568232A3AE53,18329.31,Transfer,2025-10-22 02:43:46,Success,IMPS,Prayagraj,974.0,,1950.0,172.49.164.133,0,,49
750,TXN2026081676EE8DBFFB4D,58726.68,Deposit,2024-05-19 15:14:04,Success,UPI,Noida,,,1520.0,95.142.244.228,0,,33
1120,TXN20260816CD6A65A24517,50205.94,Transfer,2025-07-22 12:17:23,Success,Card,Gurgaon,1161.0,,1607.0,216.36.140.240,0,,24
308,TXN202608166D32C3F9F608,106491.2,Debit,2024-04-08 13:07:54,Success,UPI,Kolkata,,75.0,,,0,Normal transaction,16
786,TXN20260816C4A2CDB2BFF8,210951.83,Deposit,2026-08-06 16:15:57,Success,Net Banking,Kolkata,,,345.0,180.168.6.39,0,Regular customer activity,41
1044,TXN20260816F8A0CACFEB6E,225369.15,Transfer,2026-06-10 19:04:38,Success,RTGS,Chennai,1408.0,,,,0,Normal transaction,42
1466,TXN20260816E269561F93FF,111119.37,Withdrawal,2024-05-05 11:35:24,Success,UPI,Kolkata,,,1586.0,25.9.141.144,0,Regular customer activity,45
509,TXN20260816EE0B012EC01B,248031.32,Debit,2026-03-01 23:58:39,Success,Net Banking,Ahmedabad,,,1698.0,140.236.87.4,0,Normal transaction,23
1263,TXN2026081615F69718489F,220292.61,Transfer,2026-06-27 15:43:41,Success,UPI,Pune,216.0,,628.0,179.224.58.24,0,Normal transaction,26
1364,TXN20260816543FF54AFDEA,115964.59,Debit,2026-08-06 13:45:43,Success,Card,Hyderabad,,,1872.0,52.254.247.219,0,,35
1003,TXN20260816E0FD15B396BC,189322.12,Transfer,2025-06-22 05:43:35,Success,Net Banking,Prayagraj,28.0,,1923.0,202.24.27.117,0,Transaction completed successfully,27
1270,TXN20260816A61CD74A1568,73790.92,Credit,2025-07-10 02:27:17,Success,UPI,Gurgaon,,274.0,1210.0,97.235.81.171,0,Transaction completed successfully,48
469,TXN20260816FF11AE4CB465,236533.44,Debit,2024-07-02 18:35:39,Success,Card,Varanasi,,40.0,,,0,Normal transaction,51
1193,TXN202608162C6667771E32,213787.75,Debit,2024-03-26 21:35:32,Success,Card,Pune,,256.0,983.0,157.251.119.32,0,Normal transaction,66
52,TXN20260816183D0C99DC8D,127873.58,Debit,2026-03-16 22:24:10,Success,Card,Ahmedabad,,133.0,1076.0,28.192.215.247,0,,10
495,TXN202608164888D84BFA99,93386.18,Transfer,2024-03-04 05:19:17,Reversed,UPI,Kolkata,601.0,,156.0,13.71.219.223,0,,12
108,TXN202608169C367E18C211,49301.61,Transfer,2026-03-14 13:27:11,Success,UPI,Mumbai,954.0,,,,0,,62
1405,TXN202608166E83E4F99BA2,122916.7,Debit,2025-08-19 08:05:05,Success,Cash,Mumbai,,91.0,,,0,,18
281,TXN202608165C88CEB76F8A,93318.98,Debit,2025-11-19 20:48:22,Success,UPI,Gurgaon,,39.0,,,0,,19
814,TXN20260816421AF45A3EF2,162161.18,Credit,2024-11-13 06:02:27,Success,IMPS,Jaipur,,,1859.0,155.124.205.139,0,Regular customer activity,27
638,TXN20260816E82584970DF4,183906.95,Credit,2024-06-10 06:09:23,Success,UPI,Lucknow,,,679.0,192.171.41.251,0,,56
486,TXN20260816A5DF1AD52ED3,21219.93,Debit,2024-06-15 17:29:34,Success,NEFT,Gurgaon,,296.0,,,0,Regular customer activity,4
57,TXN202608163245596ED032,153291.57,Debit,2024-04-23 17:23:33,Success,UPI,Kanpur,,213.0,239.0,31.191.78.159,0,Regular customer activity,68
192,TXN20260816A65F8C5D465A,46617.89,Credit,2025-04-17 14:30:23,Success,UPI,Pune,,54.0,516.0,96.193.170.3,0,,23
1383,TXN2026081666EBCF364938,98366.39,Transfer,2024-04-07 19:44:11,Failed,NEFT,Gurgaon,47.0,,,,0,,61
1196,TXN20260816BA7457613520,179429.38,Credit,2025-09-14 15:58:21,Success,RTGS,Gurgaon,,104.0,,,0,,27
1307,TXN2026081666BDCE7F370A,198835.58,Transfer,2026-02-16 05:51:57,Success,UPI,Prayagraj,406.0,,1979.0,136.76.153.202,0,Normal transaction,68
1237,TXN2026081633308D412CEC,214655.46,Credit,2025-11-12 11:43:26,Success,RTGS,Pune,,260.0,,,0,Normal transaction,21
1262,TXN20260816E6044DE3D350,209658.64,Credit,2025-03-11 13:54:19,Success,UPI,Lucknow,,265.0,,,0,Transaction completed successfully,39
265,TXN202608161A55F1229438,204788.13,Deposit,2024-04-21 09:54:07,Reversed,Cheque,Varanasi,,,,,0,,30
369,TXN2026081655AC8F2E4C7A,238146.69,Transfer,2026-03-15 06:48:29,Success,Cash,Noida,626.0,,,,0,Regular customer activity,67
578,TXN20260816C14950758D0C,153237.83,Debit,2025-02-06 23:02:36,Success,Net Banking,Kolkata,,264.0,1081.0,68.34.116.144,0,Regular customer activity,25
225,TXN20260816FE17ECBCC382,110051.15,Debit,2025-07-17 21:26:13,Success,IMPS,Kolkata,,207.0,1484.0,198.62.9.229,0,,49
801,TXN20260816762A0CAC6918,85437.14,Deposit,2024-03-07 01:08:54,Pending,UPI,Bangalore,,,1374.0,220.159.117.197,0,Transaction completed successfully,10
1496,TXN20260816DD741BD44C82,9510.98,Withdrawal,2024-09-26 13:45:08,Success,UPI,Gurgaon,,,,,0,Transaction completed successfully,45
230,TXN202608163E10632FF5B4,191992.84,Deposit,2025-05-28 16:09:54,Success,UPI,Hyderabad,,,1004.0,154.161.186.250,0,,54
1133,TXN202608169C361BE7EB14,112876.63,Debit,2024-08-04 23:42:28,Failed,RTGS,Hyderabad,,,,,0,,9
777,TXN20260816EF21F53CFDF6,199685.26,Debit,2024-09-01 17:45:31,Success,Net Banking,Bangalore,,240.0,743.0,219.166.243.45,0,Transaction completed successfully,34
1102,TXN20260816550F069BF357,29425.78,Withdrawal,2024-04-20 21:08:01,Success,RTGS,Gurgaon,,,,,0,Regular customer activity,48
146,TXN20260816D43F08856ED9,210859.2,Withdrawal,2025-11-24 17:57:56,Success,Cash,Kanpur,,,,,0,Transaction completed successfully,52
1467,TXN202608166F396D3D8AC1,110225.05,Credit,2024-07-08 13:05:31,Success,IMPS,Lucknow,,,1258.0,221.125.127.156,0,Normal transaction,51
1069,TXN20260816245F964A67BF,80407.4,Transfer,2025-01-25 12:31:50,Success,Net Banking,Lucknow,99.0,,94.0,37.236.8.208,0,Regular customer activity,27
479,TXN20260816A8B2E1DD31BF,168138.32,Transfer,2025-01-02 08:08:09,Success,IMPS,Varanasi,1075.0,,,,0,,66
419,TXN202608160D78DCAA1D56,171882.31,Debit,2024-11-04 20:14:11,Success,UPI,Ahmedabad,,240.0,898.0,207.103.48.165,0,,27
1169,TXN202608164BDC0C0F8BE7,27470.64,Deposit,2024-12-18 17:45:47,Pending,NEFT,Kanpur,,,,,0,,37
1241,TXN20260816E2E5DF9C5B86,5468.2,Deposit,2024-12-14 12:55:20,Success,UPI,Mumbai,,,652.0,92.85.30.195,0,Normal transaction,0
439,TXN2026081646FCDCD632EA,38279.33,Credit,2024-09-23 04:58:51,Success,IMPS,Kanpur,,34.0,233.0,212.208.219.103,0,,38
1445,TXN20260816A736F03E428D,231749.39,Debit,2025-04-01 03:17:06,Success,Card,Pune,,,1371.0,202.150.91.118,0,,11
1105,TXN202608169DBF624F0CDA,53297.98,Credit,2026-06-14 20:17:17,Success,NEFT,Bangalore,,255.0,,,0,Regular customer activity,12
397,TXN20260816B393B6CED2C3,32739.1,Deposit,2026-06-16 02:14:20,Failed,IMPS,Prayagraj,,,196.0,55.6.76.183,0,,42
532,TXN20260816181B2647E3B1,54104.35,Credit,2026-03-05 00:16:49,Success,Net Banking,Kolkata,,290.0,1632.0,187.105.194.119,0,Normal transaction,20
764,TXN2026081617A494943F93,36424.2,Transfer,2024-03-06 04:17:18,Success,IMPS,Kanpur,1238.0,,1597.0,53.254.36.24,1,Potential fraud detected,85
69,TXN20260816025881E7B719,168029.28,Transfer,2025-08-20 06:14:44,Success,Card,Kolkata,999.0,,1996.0,153.24.167.184,0,,26
322,TXN20260816F9193D0C8064,152760.86,Debit,2025-05-30 06:08:39,Failed,Cash,Mumbai,,30.0,,,1,Transaction flagged for review,95
830,TXN202608166B3052903A2C,120912.48,Deposit,2024-03-22 19:15:33,Success,IMPS,Kolkata,,,558.0,19.246.14.117,0,,10
1118,TXN20260816EC18536DDB16,125838.62,Transfer,2025-06-24 00:56:05,Success,IMPS,Lucknow,,,1054.0,37.77.235.90,0,,58
1259,TXN202608161F542D9A7048,13466.65,Transfer,2024-05-12 19:14:20,Success,Cash,Delhi,171.0,,,,0,,17
878,TXN20260816529F4DCFB5DE,18937.83,Credit,2025-07-10 10:42:23,Success,IMPS,Kanpur,,131.0,818.0,180.160.40.78,0,Transaction completed successfully,29
741,TXN20260816F51A31925358,127056.2,Debit,2026-02-01 16:05:20,Success,UPI,Ahmedabad,,234.0,293.0,45.217.96.46,0,Transaction completed successfully,16
264,TXN2026081665C0F88FCD40,4673.81,Deposit,2024-04-14 01:34:32,Success,UPI,Mumbai,,,418.0,89.161.33.107,0,Transaction completed successfully,3
534,TXN20260816919B28F154DD,199063.57,Debit,2024-08-11 07:31:08,Success,Net Banking,Hyderabad,,,1510.0,72.218.13.121,0,,32
330,TXN2026081618C1D5953ABE,178234.36,Debit,2024-06-21 22:43:09,Reversed,NEFT,Hyderabad,,,,,0,Transaction completed successfully,42
1309,TXN202608160B30722F1567,40845.83,Credit,2025-08-28 09:52:20,Success,UPI,Hyderabad,,106.0,679.0,100.248.58.211,0,Normal transaction,63
472,TXN20260816AC5049CF6560,34914.27,Debit,2025-07-22 02:32:00,Success,UPI,Gurgaon,,66.0,,,0,Regular customer activity,54
712,TXN2026081606BA56128536,29787.47,Debit,2025-04-20 10:18:34,Success,UPI,Varanasi,,,895.0,41.201.242.91,0,,65
1352,TXN20260816DB2D48C660D1,188968.13,Transfer,2026-01-09 17:31:51,Success,IMPS,Lucknow,1493.0,,137.0,213.57.127.149,0,,53
1076,TXN2026081636B90AAD3998,84183.87,Credit,2025-01-08 03:02:07,Failed,UPI,Noida,,,138.0,115.183.243.36,0,Transaction completed successfully,44
596,TXN2026081615EB13519986,241019.01,Deposit,2025-05-09 01:32:49,Success,UPI,Jaipur,,,,,0,Transaction completed successfully,15
816,TXN20260816FFE05EDEF4C6,220047.96,Withdrawal,2024-03-10 00:29:45,Success,UPI,Varanasi,,,820.0,143.133.165.231,0,Regular customer activity,24
288,TXN202608161C39559F9F3A,228483.57,Debit,2025-07-07 04:50:48,Success,IMPS,Lucknow,,,1059.0,68.1.118.128,0,Normal transaction,24
459,TXN202608168148F1451457,232226.46,Debit,2024-07-22 12:13:08,Success,Cash,Pune,,118.0,,,0,Normal transaction,14
1202,TXN202608166171DB48CF0A,114845.48,Deposit,2024-08-06 05:54:01,Success,Card,Prayagraj,,,309.0,58.251.53.64,0,,0
341,TXN202608165CE5575D61E5,113726.41,Credit,2024-11-21 05:39:36,Success,UPI,Jaipur,,169.0,1079.0,38.224.153.128,0,,11
678,TXN2026081691526A3D1286,52791.78,Credit,2024-09-25 05:49:47,Success,UPI,Kanpur,,239.0,756.0,128.159.136.155,0,Regular customer activity,61
1387,TXN20260816878A52E6D83E,141352.25,Transfer,2025-10-09 23:52:18,Failed,NEFT,Jaipur,,,,,0,Transaction completed successfully,53
1031,TXN202608163F1692532F54,189462.52,Withdrawal,2026-01-11 05:25:07,Failed,IMPS,Kanpur,,,790.0,113.162.227.159,0,Transaction completed successfully,25
1375,TXN20260816D3F424F3E624,68919.21,Debit,2025-11-07 23:07:37,Success,UPI,Kolkata,,155.0,239.0,62.63.247.170,0,,33
